X,Y,FID,Ano,Codregion,Region,Comuna,Zona,Calle1,Calle2,Numero,lat,lng,Claseaccid,Cód_Comun,Cód_Zona,Zona_1,Cód_Ubica,Ubicación,Cód_Calle,Intersecci,Pistas_de_,Pistas_de1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-7869374.62266249,-3956401.43225992,263,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,5 DE ABRIL,ARICA,NULL,-33.459099,-70.691795,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060011,5 DE ABRIL - ARICA,3,3,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-7869353.47195924,-3968934.27469686,264,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,OCHAGAVIA,MILLANTU,NULL,-33.552975,-70.691605,1,13105,1,URBANA,1,TRAMO DE VIA RECTA,131050641,MILLANTU - OCHAGAVIA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7869330.54014413,-3955781.92466478,265,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,CAP GALVEZ,GRAL VELASQUEZ,NULL,-33.454456,-70.691399,1,13106,1,URBANA,1,TRAMO DE VIA RECTA,131060094,CAP GALVEZ - GRAL VELASQUEZ,2,0,1,UNIDIRECCIONAL,1,CONCRETO,1,0,0,0,1
-7869291.46700286,-3955721.88369328,266,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LIBER BERNARDO O`HIGGINS,PADRE ALBERTO HURTADO,NULL,-33.454006,-70.691048,1,13106,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060407,LIBER BERNARDO O`HIGGINS - PADRE ALBERTO HURTADO,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-7869240.48267607,-3956397.29587262,267,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,ARICA,TORO MAZOTTE,NULL,-33.459068,-70.69059,1,13106,1,URBANA,14,CRUCE CON SEÑAL PARE,131060047,ARICA - TORO MAZOTTE,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7869237.03177186,-3956498.17077174,268,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,TORO MAZOTTE,MARINERO PEDRO AROS,NULL,-33.459824,-70.690559,1,13106,1,URBANA,14,CRUCE CON SEÑAL PARE,131060728,MARINERO PEDRO AROS - TORO MAZOTTE,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7869232.02239478,-3952798.7988746,269,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,JULIO BANADOS,MAPOCHO,NULL,-33.432095,-70.690514,1,13126,1,URBANA,14,CRUCE CON SEÑAL PARE,131260184,JULIO BANADOS - MAPOCHO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7869200.51897888,-3962997.91685077,270,2019,13,REGION METROPOLITANA,LO ESPEJO,URBANA,MARACAIBO,NULL,4754,-33.508522,-70.690231,1,13116,1,URBANA,26,OTROS NO CONSIDERADOS,131160254,- MARACAIBO,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-7869186.15876457,-3953748.84386105,271,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STO DOMINGO,NULL,4028,-33.439217,-70.690102,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010635,- STO DOMINGO,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-7869161.44583762,-3956256.79301466,272,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,5 DE ABRIL,VISTA HERMOSA,NULL,-33.458015,-70.68988,1,13106,1,URBANA,1,TRAMO DE VIA RECTA,131060011,5 DE ABRIL - VISTA HERMOSA,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,0,0,0,1
-7869155.5459046,-3958797.04929738,273,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,PEDRO AGUIRRE CERDA,MANUEL CHACON,NULL,-33.477051,-70.689827,1,13106,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060544,MANUEL CHACON - PEDRO AGUIRRE CERDA,3,3,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7869123.26325227,-3947280.68823929,274,2019,13,REGION METROPOLITANA,RENCA,URBANA,PTO MONTT,PDTE EDUARDO FREI MONTALVA,NULL,-33.390717,-70.689537,1,13128,1,URBANA,1,TRAMO DE VIA RECTA,131280637,PDTE EDUARDO FREI MONTALVA - PTO MONTT,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-7869096.10129652,-3955322.81928687,275,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,ECUADOR,FEDERICO SCOTTO,NULL,-33.451015,-70.689293,1,13106,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060163,ECUADOR - FEDERICO SCOTTO,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7869092.6503923,-3956278.27529744,276,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,ARICA,GRAL VELASQUEZ,NULL,-33.458176,-70.689262,1,13106,1,URBANA,1,TRAMO DE VIA RECTA,131060047,ARICA - GRAL VELASQUEZ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-7869069.7185772,-3943978.78683533,277,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,AMERICO VESPUCIO,INDEPENDENCIA,NULL,-33.365948,-70.689056,1,13104,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131040060,AMERICO VESPUCIO - INDEPENDENCIA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-7869013.27959536,-3971391.61270705,278,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,CARD JOSE MARIA CARO,GRAN AVDA JOSE MIGUEL CARRERA,NULL,-33.571377,-70.688545,1,13105,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050109,CARD JOSE MARIA CARO - GRAN AVDA JOSE MIGUEL CARRERA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,2
-7868956.84061354,-3956975.07010119,279,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,GRAL VELASQUEZ,GERMAN YUNGUE,NULL,-33.463398,-70.688042,1,13106,1,URBANA,16,CRUCE SIN SEÑALIZACION,131060256,GERMAN YUNGUE - GRAL VELASQUEZ,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-7868939.80873144,-3971709.12969317,280,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,CAMINO DEL INCA,MAURICIO RUGENDAS,NULL,-33.573746,-70.687889,1,13105,1,URBANA,1,TRAMO DE VIA RECTA,131050097,CAMINO DEL INCA - MAURICIO RUGENDAS,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7868930.45789422,-3968476.65004477,281,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,LUIS BARROS BORGONO,INDIO JERONIMO,NULL,-33.549549,-70.687805,1,13105,1,URBANA,14,CRUCE CON SEÑAL PARE,131050563,INDIO JERONIMO - LUIS BARROS BORGONO,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7868910.0864274,-3952667.94369052,282,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,JUAN DE BARROS,NULL,3885,-33.431114,-70.687622,1,13126,1,URBANA,4,ACERA O BERMA,131260178,- JUAN DE BARROS,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-7868796.31790781,-3956392.22546441,283,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,ARICA,RUIZ TAGLE,NULL,-33.45903,-70.6866,1,13106,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060047,ARICA - RUIZ TAGLE,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7868755.57497418,-3975615.97890146,284,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,DIEGO PORTALES,NULL,2300,-33.602982,-70.686234,1,13401,1,URBANA,1,TRAMO DE VIA RECTA,134010317,- DIEGO PORTALES,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7868669.74764677,-3956397.29587262,285,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,JOTABECHE,ARICA,NULL,-33.459068,-70.685463,1,13106,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060315,ARICA - JOTABECHE,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7868651.04597233,-3972417.54540466,286,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,FRANCISCO DE CAMARGO,LO BLANCO,NULL,-33.579048,-70.685295,1,13105,1,URBANA,1,TRAMO DE VIA RECTA,131050216,FRANCISCO DE CAMARGO - LO BLANCO,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,2,1
-7868640.91589867,-3948276.54895912,287,2019,13,REGION METROPOLITANA,RENCA,URBANA,PDTE EDUARDO FREI MONTALVA,NULL,3100,-33.398186,-70.685204,1,13128,1,URBANA,1,TRAMO DE VIA RECTA,131280583,- PDTE EDUARDO FREI MONTALVA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7868606.85213448,-3967983.38144618,288,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,PSJE 8,PICTON,NULL,-33.545856,-70.684898,1,13105,1,URBANA,16,CRUCE SIN SEÑALIZACION,131050716,PICTON - PSJE 8,1,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-7868547.40752639,-3968476.65004477,289,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,RENGO,CAMILO HENRIQUEZ,NULL,-33.549549,-70.684364,1,13105,1,URBANA,1,TRAMO DE VIA RECTA,131050748,CAMILO HENRIQUEZ - RENGO,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7868369.96425807,-3963151.71912343,290,2019,13,REGION METROPOLITANA,LO ESPEJO,URBANA,PSJE 41,PSJE 47,NULL,-33.509674,-70.68277,1,13116,1,URBANA,16,CRUCE SIN SEÑALIZACION,131160327,PSJE 41 - PSJE 47,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7868315.52902708,-3955558.57382708,291,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LIBER BERNARDO O`HIGGINS,COVADONGA,NULL,-33.452782,-70.682281,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,COVADONGA - LIBER BERNARDO O`HIGGINS,4,4,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,1,2
-7868308.73853814,-3955391.53049897,292,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LIBER BERNARDO O`HIGGINS,NULL,3461,-33.45153,-70.68222,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,- LIBER BERNARDO O`HIGGINS,4,4,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,0,1
-7868262.87490793,-3953309.16156576,293,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,SAN PABLO,NULL,3425,-33.435921,-70.681808,1,13126,1,URBANA,1,TRAMO DE VIA RECTA,131260354,- SAN PABLO,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-7868253.6353902,-3962340.94252101,294,2019,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,URBANA,CLOTARIO BLEST,LIQUINE,NULL,-33.503601,-70.681725,1,13121,1,URBANA,1,TRAMO DE VIA RECTA,131210154,CLOTARIO BLEST - LIQUINE,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,1,1
-7868183.94938896,-3964277.79570861,295,2019,13,REGION METROPOLITANA,LO ESPEJO,URBANA,GUADALAJARA,CADEPINGUE,NULL,-33.518108,-70.681099,1,13116,1,URBANA,1,TRAMO DE VIA RECTA,131160185,CADEPINGUE - GUADALAJARA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,1,0,0,0,1
-7868155.11764084,-3962178.47363089,296,2019,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,URBANA,CLOTARIO BLEST,LOS MOLLES,NULL,-33.502384,-70.68084,1,13121,1,URBANA,1,TRAMO DE VIA RECTA,131210154,CLOTARIO BLEST - LOS MOLLES,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-7868121.05387666,-3949366.1071647,297,2019,13,REGION METROPOLITANA,RENCA,URBANA,PDTE EDUARDO FREI MONTALVA,NULL,2050,-33.406357,-70.680534,1,13128,1,URBANA,1,TRAMO DE VIA RECTA,131280583,- PDTE EDUARDO FREI MONTALVA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-7868088.77122433,-3953298.489873,298,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MATUCANA,SAN PABLO,NULL,-33.435841,-70.680244,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010407,MATUCANA - SAN PABLO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7868086.32219553,-3955333.62626601,299,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LIBER BERNARDO O`HIGGINS,NULL,3401,-33.451096,-70.680222,1,13106,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060407,- LIBER BERNARDO O`HIGGINS,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-7868056.59989149,-3953893.85196981,300,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MATUCANA,CATEDRAL,NULL,-33.440304,-70.679955,1,13101,1,URBANA,26,OTROS NO CONSIDERADOS,131010407,CATEDRAL - MATUCANA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,2
-7868030.21717217,-3949204.88716125,301,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,PDTE EDUARDO FREI MONTALVA,NULL,2193,-33.405148,-70.679718,1,13108,1,URBANA,1,TRAMO DE VIA RECTA,131080274,- PDTE EDUARDO FREI MONTALVA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-7868029.32661625,-3955482.65687182,302,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,ARAUCO,NULL,-33.452213,-70.67971,1,13101,1,URBANA,12,CRUCE CON SEMAFORO APAGADO,131010342,ARAUCO - LIBER BERNARDO O`HIGGINS,4,4,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-7868015.01092973,-3949470.92137294,303,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,PDTE EDUARDO FREI MONTALVA,NULL,1767,-33.407143,-70.6795814,1,13108,1,URBANA,1,TRAMO DE VIA RECTA,131080274,- PDTE EDUARDO FREI MONTALVA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7867991.1440309,-3952906.5787711,304,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MAPOCHO,CHACABUCO,NULL,-33.432903,-70.679367,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010392,CHACABUCO - MAPOCHO,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-7867980.12340131,-3955109.08332893,305,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,MATUCANA,NULL,18,-33.449413,-70.679268,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060490,- MATUCANA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-7867973.33291237,-3953280.61480965,306,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN PABLO,CHACABUCO,NULL,-33.435707,-70.679207,1,13101,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010587,CHACABUCO - SAN PABLO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,2
-7867960.17494857,-3951771.32534032,307,2019,13,REGION METROPOLITANA,QUINTA NORMA,URBANA,COST SUR,NULL,3201,-33.4243919,-70.6790888,1,13126,1,URBANA,1,TRAMO DE VIA RECTA,131260097,- COST SUR,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,3,1
-7867941.94081597,-3957409.82086915,308,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,EXPOSICION,ANTOFAGASTA,NULL,-33.466656,-70.678925,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010222,ANTOFAGASTA - EXPOSICION,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7867907.09781536,-3955353.37237741,309,2019,13,REGION METROPOLITANA,ESTACION CENTRAL,URBANA,LIBER BERNARDO O`HIGGINS,BERNAL DEL MERCADO,NULL,-33.451244,-70.678612,1,13106,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,BERNAL DEL MERCADO - LIBER BERNARDO O`HIGGINS,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,2,1
-7867879.9358596,-3954514.72599721,310,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MONEDA,CHACABUCO,NULL,-33.444958,-70.678368,1,13101,1,URBANA,16,CRUCE SIN SEÑALIZACION,131010424,CHACABUCO - MONEDA,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7867831.5118811,-3955503.60403116,311,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,EXPOSICION,SALVADOR SANFUENTES,NULL,-33.45237,-70.677933,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010222,EXPOSICION - SALVADOR SANFUENTES,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-7867764.38622816,-3952875.63196545,312,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MAIPU,MAPOCHO,NULL,-33.432671,-70.67733,1,13101,1,URBANA,26,OTROS NO CONSIDERADOS,131010382,MAIPU - MAPOCHO,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-7867732.10357583,-3969017.22611692,313,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,NULL,10375,-33.553596,-70.67704,1,13105,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050243,- GRAN AVDA JOSE MIGUEL CARRERA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-7867720.19239031,-3951266.24530337,314,2019,13,REGION METROPOLITANA,RENCA,URBANA,PDTE EDUARDO FREI MONTALVA,NULL,650,-33.420605,-70.676933,1,13128,1,URBANA,1,TRAMO DE VIA RECTA,131280583,- PDTE EDUARDO FREI MONTALVA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-7867698.15113113,-3969440.27427671,315,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,NULL,10540,-33.556763,-70.676735,1,13105,1,URBANA,1,TRAMO DE VIA RECTA,131050243,- GRAN AVDA JOSE MIGUEL CARRERA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-7867687.13050154,-3953850.09588176,316,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MAIPU,CATEDRAL,NULL,-33.439976,-70.676636,1,13101,1,URBANA,14,CRUCE CON SEÑAL PARE,131010382,CATEDRAL - MAIPU,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7867557.1093363,-3952130.66594089,317,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,PDTE BALMACEDA,LIBERTAD,NULL,-33.427086,-70.675468,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010470,LIBERTAD - PDTE BALMACEDA,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7867478.18381733,-3960596.89091895,318,2019,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,URBANA,CLOTARIO BLEST,30 DE OCTUBRE,NULL,-33.490536,-70.674759,1,13121,1,URBANA,1,TRAMO DE VIA RECTA,131210154,30 DE OCTUBRE - CLOTARIO BLEST,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7867472.28388431,-3966653.14392138,319,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,OSSA,JOAQUIN DIAZ GARCES,NULL,-33.535896,-70.674706,1,13109,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131090279,JOAQUIN DIAZ GARCES - OSSA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,0,1
-7867451.80109801,-3953455.23134948,320,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBERTAD,ROSAS,NULL,-33.437016,-70.674522,1,13101,1,URBANA,14,CRUCE CON SEÑAL PARE,131010343,LIBERTAD - ROSAS,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,2
-7867447.57095736,-3969006.53991018,321,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,ALEJANDRO GUZMAN,NULL,-33.553516,-70.674484,1,13105,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050243,ALEJANDRO GUZMAN - GRAN AVDA JOSE MIGUEL CARRERA,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-7867428.86928291,-3955122.29161637,322,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,UNION AMERICANA,NULL,-33.449512,-70.674316,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS - UNION AMERICANA,4,4,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,0,1
-7867402.59788308,-3952845.08541513,323,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MAPOCHO,RAFAEL SOTOMAYOR,NULL,-33.432442,-70.67408,1,13101,1,URBANA,16,CRUCE SIN SEÑALIZACION,131010392,MAPOCHO - RAFAEL SOTOMAYOR,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7867389.0169052,-3972532.18938258,324,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,NVA IMPERIAL,ESPERANZA,NULL,-33.579906,-70.673958,1,13105,1,URBANA,14,CRUCE CON SEÑAL PARE,131050631,ESPERANZA - NVA IMPERIAL,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7867296.39908886,-3944794.80982609,325,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,HUECHURABA,RUPANCO,NULL,-33.37207,-70.673126,1,13104,1,URBANA,1,TRAMO DE VIA RECTA,131040336,HUECHURABA - RUPANCO,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,1,0,1
-7867253.98636287,-3959361.06295558,326,2019,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,URBANA,MAURICIO RUGENDAS,TARTINI,NULL,-33.481277,-70.672745,1,13121,1,URBANA,1,TRAMO DE VIA RECTA,131210384,MAURICIO RUGENDAS - TARTINI,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-7867253.09580695,-3953437.88963489,327,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,CUETO,ROSAS,NULL,-33.436886,-70.672737,1,13101,1,URBANA,14,CRUCE CON SEÑAL PARE,131010154,CUETO - ROSAS,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,2,0,0,2
-7867236.17524434,-3955060.2528214,328,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,LIBERTAD,NULL,-33.449047,-70.672585,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS - LIBERTAD,4,4,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,2,2
-7867234.39413249,-3947872.14105363,329,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,INDEPENDENCIA,NULL,3652,-33.395153,-70.672569,1,13104,1,URBANA,1,TRAMO DE VIA RECTA,131040343,- INDEPENDENCIA,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,0,0,0,1
-7867224.26405883,-3970892.14070462,330,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,LOS MORROS,LAS CANTERAS,NULL,-33.567631,-70.672478,1,13105,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050497,LAS CANTERAS - LOS MORROS,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,0,1
-7867213.24342924,-3951884.8443406,331,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,PDTE EDUARDO FREI MONTALVA,NULL,500,-33.425243,-70.672379,1,13108,1,URBANA,1,TRAMO DE VIA RECTA,131080274,- PDTE EDUARDO FREI MONTALVA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,1,0,1
-7867197.10210307,-3952272.58594215,332,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,PDTE BALMACEDA,GRAL BULNES,NULL,-33.42815,-70.672234,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010470,GRAL BULNES - PDTE BALMACEDA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,2,2
-7867185.19091756,-3953051.57632878,333,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MARTINEZ DE ROZAS,GARCIA REYES,NULL,-33.43399,-70.672127,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010405,GARCIA REYES - MARTINEZ DE ROZAS,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,2,2
-7867156.8044474,-3961559.21710218,334,2019,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,URBANA,DEPARTAMENTAL,CLUB HIPICO,NULL,-33.4977452,-70.671872,1,13121,1,URBANA,1,TRAMO DE VIA RECTA,131210173,CLUB HIPICO - DEPARTAMENTAL,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-7867153.68750166,-3953429.75237777,335,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,ROSAS,GARCIA REYES,NULL,-33.436825,-70.671844,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010560,GARCIA REYES - ROSAS,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7867129.97645013,-3957935.60022889,336,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,GRAL RONDIZZONI,BASCUNAN GUERRERO,NULL,-33.470596,-70.671631,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010274,BASCUNAN GUERRERO - GRAL RONDIZZONI,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-7867039.91898208,-3969130.90125363,337,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,CARLOS CASTRO,ALEJANDRO GUZMAN,NULL,-33.554447,-70.670822,1,13105,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131050111,ALEJANDRO GUZMAN - CARLOS CASTRO,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
