X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Cód__Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Tipo_Cal_1,Fallecid_1,Graves_1,Menos_Gr_1,Leves_1,Tipo,Servicio
-7854382.92854994,-3945656.78304807,563,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131320466,PADRE HURTADO NORTE,131320187,EL AROMO, ,EL AROMO - PADRE HURTADO NORTE,PADRE HURTADO NORTE @ EL AROMO,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7854361.64852764,-3973513.37055815,564,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,132011580,LAS NIEVES ORIENTE,132010097,ANGEL PIMENTEL, ,ANGEL PIMENTEL - LAS NIEVES ORIENTE,LAS NIEVES ORIENTE @ ANGEL PIMENTEL,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7854352.22437761,-3960066.99969863,565,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131220804,LOS PRESIDENTES, , ,7680,- LOS PRESIDENTES,7680 LOS PRESIDENTES,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7854334.76943737,-3971186.58403581,566,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,132010313,CAMILO HENRIQUEZ, , ,3296,- CAMILO HENRIQUEZ,3296 CAMILO HENRIQUEZ,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7854305.49846947,-3960100.91167426,567,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131220804,LOS PRESIDENTES,131220038,ALBERTO VALENZUELA LLANOS, ,ALBERTO VALENZUELA LLANOS - LOS PRESIDENTES,LOS PRESIDENTES @ ALBERTO VALENZUELA LLANOS,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7854198.3239911,-3955425.67450477,568,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130234,LARRAIN,131130352,PALMAS DE MALLORCA, ,LARRAIN - PALMAS DE MALLORCA,LARRAIN @ PALMAS DE MALLORCA,CONCRETO,1,0,0,0,BICICLETA,PARTICULAR
-7854163.05811209,-3958312.46537652,569,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220495,GRECIA,131221310,TOBALABA, ,GRECIA - TOBALABA,GRECIA @ TOBALABA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7854146.06809232,-3976568.56115003,570,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,132011048,EYZAGUIRRE,132012721,TOME, ,EYZAGUIRRE - TOME,EYZAGUIRRE @ TOME,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7854128.75050584,-3971291.31768915,571,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010850,EL PERAL,132010313,CAMILO HENRIQUEZ, ,CAMILO HENRIQUEZ - EL PERAL,EL PERAL @ CAMILO HENRIQUEZ,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7854111.31278487,-3971771.20939548,572,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,132010313,CAMILO HENRIQUEZ,132011092,GABRIELA ORIENTE, ,CAMILO HENRIQUEZ - GABRIELA ORIENTE,CAMILO HENRIQUEZ @ GABRIELA ORIENTE,CONCRETO,0,1,0,1,BICICLETA,PARTICULAR
-7854085.07981792,-3971175.7221879,573,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,132010313,CAMILO HENRIQUEZ, , ,3647,- CAMILO HENRIQUEZ,3647 CAMILO HENRIQUEZ,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7854049.57487127,-3971299.73008459,574,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,132010500,CERRO PUNTA DE DAMAS,132010850,EL PERAL, ,CERRO PUNTA DE DAMAS - EL PERAL,CERRO PUNTA DE DAMAS @ EL PERAL,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7854037.36830642,-3965804.3161751,575,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131100672,EL HUALLE SUR, , ,8112,- EL HUALLE SUR,8112 EL HUALLE SUR,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7853988.40339178,-3955394.86124067,576,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130234,LARRAIN,131130279,LOS LITRES, ,LARRAIN - LOS LITRES,LARRAIN @ LOS LITRES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7853964.46799688,-3950872.37869122,577,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,24,ROTONDA,131140294,CUARTO CENTENARIO,131140079,ATENAS, ,ATENAS - CUARTO CENTENARIO,CUARTO CENTENARIO @ ATENAS,MIXTO,0,0,1,0,BICICLETA,PARTICULAR
-7853840.87233553,-3957774.87260734,578,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220664,LAS PARCELAS,131221310,TOBALABA, ,LAS PARCELAS - TOBALABA,LAS PARCELAS @ TOBALABA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7853837.34648846,-3950809.25383878,579,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140733,LOS DOMINICOS,131140256,CHOAPA, ,CHOAPA - LOS DOMINICOS,LOS DOMINICOS @ CHOAPA,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7853825.80236518,-3949811.78013107,580,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131141196,TOMAS MORO,131140952,PEHUEN, ,PEHUEN - TOMAS MORO,TOMAS MORO @ PEHUEN,ADOQUIN,0,0,0,1,BICICLETA,PARTICULAR
-7853823.87220444,-3951157.41075324,581,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131140501,GREDOS,131141179,TEZCUCO, ,GREDOS - TEZCUCO,GREDOS @ TEZCUCO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7853796.82222286,-3972444.28327325,582,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,132010313,CAMILO HENRIQUEZ,132010846,EL PENON, ,CAMILO HENRIQUEZ - EL PENON,CAMILO HENRIQUEZ @ EL PENON,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7853782.07431305,-3957808.25016465,583,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220879,MARIANO SANCHEZ FONTECILLA,131220664,LAS PARCELAS, ,LAS PARCELAS - MARIANO SANCHEZ FONTECILLA,MARIANO SANCHEZ FONTECILLA @ LAS PARCELAS,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7853778.03569194,-3956873.30407726,584,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130205,JOSE ARRIETA,131130463,TOBALABA, ,JOSE ARRIETA - TOBALABA,JOSE ARRIETA @ TOBALABA,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7853679.38015025,-3961044.88097749,585,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131220330,CONSISTORIAL,131220409,EL EMBALSE, ,CONSISTORIAL - EL EMBALSE,CONSISTORIAL @ EL EMBALSE,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
