X,Y,FID,DIR_GEOCOD,LAT,LNG,VAL_COM,Año,Cód_Regi,Región,Comuna,Zona,Calle_Uno,Calle_Dos,Número,Direccion,Fallecidos,Graves,Menos_Grav,Leves,Tipo_Usuar,FallecidoB,GraveBici,MgraveBici,LeveBici,Accidentes
-7895924.49932786,-3983840.51291998,417,"Plaza de Armas de Talagante - G-78 1130, Talagante, Región Metropolitana, Chile",-33.664496,-70.9302966,1,2020,13,REGION METROPOLITANA,TALAGANTE,URBANA,O'HIGGINS,PLAZA DE ARMAS,0,PLAZA DE ARMAS-O'HIGGINS,0,0,0,1,BICICLETA,0,0,0,1,1
-7895845.76305202,-3983967.843239,418,"Veintiuno de Mayo & Esmeralda, Talagante, Región Metropolitana, Chile",-33.665448,-70.9295893,1,2020,13,REGION METROPOLITANA,TALAGANTE,URBANA,21 DE MAYO,ESMERALDA,0,ESMERALDA-21 DE MAYO,0,0,0,1,BICICLETA,0,0,0,1,1
-7895203.53864573,-3983501.86392887,419,"Venecia & Libertador Bernardo O'Higgins, Talagante, Región Metropolitana, Chile",-33.661964,-70.9238201,1,2020,13,REGION METROPOLITANA,TALAGANTE,URBANA,BERNARDO O'HIGGINS,VENECIA,0,VENECIA-BERNARDO O'HIGGINS,0,0,0,1,BICICLETA,0,0,0,1,1
-7892878.66447637,-3976581.96431238,420,"José Miguel Carrera & Alcalde Luis Araya Cereceda, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6102092,-70.9029354,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,ALC LUIS ARAYA CERECEDA,JOSE MIGUEL CARRERA,0,JOSE MIGUEL CARRERA-ALC LUIS ARAYA CERECEDA,0,0,0,0,BICICLETA,0,0,0,0,1
-7892831.57633176,-3976173.0225647,421,"Benjamin Labbé & 18 de Septiembre, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6071497,-70.9025124,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,BENJAMIN LABBE,18 DE SEPTIEMBRE,0,BENJAMIN LABBE-18 DE SEPTIEMBRE,0,0,0,1,BICICLETA,0,0,0,1,1
-7892549.63745744,-3995489.28754235,422,"Manuel Rodríguez 693, Isla de Maipo, Región Metropolitana, Chile",-33.7515458,-70.8999797,1,2020,13,REGION METROPOLITANA,ISLA DE MAIPO,URBANA,MANUEL RODRIGUEZ,ALC LOPEZ,0,MANUEL RODRIGUEZ-ALC LOPEZ,1,1,0,0,BICICLETA,1,1,0,0,2
-7892179.8786368,-3976130.99976044,423,"Irarrázaval & 21 de Mayo, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6068353,-70.8966581,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,21 DE MAYO,IRARRAZAVAL,0,IRARRAZAVAL-21 DE MAYO,0,0,0,1,BICICLETA,0,0,0,1,1
-7890916.95901375,-3975595.63676508,424,"Malloquito & Central, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6028298,-70.8853131,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,MALLOQUITO,CENTRAL,0,MALLOQUITO-CENTRAL,0,0,1,0,BICICLETA,0,0,1,0,1
-7890706.95479438,-3933551.46180451,425,"Arturo Prat & Jovino Novoa, Lampa, Región Metropolitana, Chile",-33.2876818,-70.8834266,1,2020,13,REGION METROPOLITANA,LAMPA,URBANA,ARTURO PRAT,JOVINO NOVOA,0,JOVINO NOVOA-ARTURO PRAT,0,0,1,0,BICICLETA,0,0,1,0,1
-7890571.35652265,-3975725.72280707,426,"Malloquito & Catorce de Julio, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6038031,-70.8822085,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,MALLOQUITO,14 DE JULIO,0,MALLOQUITO-14 DE JULIO,0,0,0,0,BICICLETA,0,0,0,0,1
-7889748.10436043,-3976535.95680583,427,"Unnamed Road, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.609865,-70.8748131,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,VICUÑA MACKENNA,ROSALES,0,VICUÑA MACKENNA-ROSALES,0,0,0,1,BICICLETA,0,0,0,1,1
-7889580.04532518,-3976227.26214866,428,"Los Guindos & 21 de Mayo, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6075555,-70.8733034,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,21 DE MAYO,LO GUINDOS,0,LO GUINDOS-21 DE MAYO,0,0,0,1,BICICLETA,0,0,0,1,1
-7889262.92949176,-3975840.84075624,429,"Rosales & Los Guindos, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6046644,-70.8704547,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,LOS GUINDOS,ROSALES,0,ROSALES-LOS GUINDOS,0,0,0,1,BICICLETA,0,0,0,1,1
-7889254.51373825,-3976360.93748187,430,"Concepción & 21 de Mayo, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6085556,-70.8703791,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,21 DE MAYO,CONCEPCION,0,CONCEPCION-21 DE MAYO,0,0,0,1,BICICLETA,0,0,0,1,1
-7889190.50503105,-3976604.66070374,431,"Vicuña Mackenna & Pablo Neruda, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.610379,-70.8698041,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,VICUÑA MACKENNA,PABLO NERUDA,0,VICUÑA MACKENNA-PABLO NERUDA,0,0,1,0,BICICLETA,0,0,1,0,1
-7889037.08450884,-3976197.66959879,432,"José Rivera 806, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6073341,-70.8684259,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,JOSE RIVERA,LOS ROSALES,0,LOS ROSALES-JOSE RIVERA,0,0,0,1,BICICLETA,0,0,0,1,1
-7888984.11869512,-3948610.9261551,433,"PJ829-Cam. Bdo. O'Higgins / Esq. Cam. El Cambucho, Pudahuel, Región Metropolitana, Chile",-33.4006937,-70.8679501,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,O'HIGGINS,CAMINO EL CAMBUCHO,0,O'HIGGINS-CAMINO EL CAMBUCHO,0,1,0,0,BICICLETA,0,1,0,0,1
-7888913.47534627,-3975220.3829147,434,"Avenida Miraflores & Rosales, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6000221,-70.8673155,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,MIRAFLORES,ROSALES,0,ROSALES-MIRAFLORES,0,0,0,1,BICICLETA,0,0,0,1,1
-7888901.68661219,-3934129.73668985,435,"Barros Luco 1170, Lampa, Región Metropolitana, Chile",-33.2920241,-70.8672096,1,2020,13,REGION METROPOLITANA,LAMPA,URBANA,BARROS LUCO, ,0,"BARROS LUCO  0, LAMPA",0,0,0,1,BICICLETA,0,0,0,1,1
-7888242.608435,-3957090.80188181,436,"Av. Del Canal 21505, Pudahuel, Región Metropolitana, Chile",-33.4642653,-70.861289,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,LO AGUIRRE SUR,DEL CANAL,0,LO AGUIRRE SUR-DEL CANAL,0,0,0,0,BICICLETA,0,0,0,0,1
-7888206.39620464,-3993164.28467427,437,"Río Maipo & Santa Inés, La Islita, Isla de Maipo, Región Metropolitana, Chile",-33.7341784,-70.8609637,1,2020,13,REGION METROPOLITANA,ISLA DE MAIPO,URBANA,SANTA INES,RIO MAIPO,0,SANTA INES-RIO MAIPO,0,1,0,0,BICICLETA,0,1,0,0,1
-7887757.71186504,-3975472.74269053,438,"Avenida Miraflores & Manuel González, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.6019103,-70.8569331,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,MANUEL GONZALEZ,MIRAFLORES,0,MIRAFLORES-MANUEL GONZALEZ,0,0,0,1,BICICLETA,0,0,0,1,1
-7886756.01455909,-3975146.27449724,439,"Av. Balmaceda 479, Penaflor, Peñaflor, Región Metropolitana, Chile",-33.5994676,-70.8479347,1,2020,13,REGION METROPOLITANA,PEÑAFLOR,URBANA,BALMACEDA,LA PAZ,0,LA PAZ-BALMACEDA,0,0,0,0,BICICLETA,0,0,0,0,1
-7885658.40437987,-3954737.93661565,440,"El Atardecer 19748, Pudahuel, Región Metropolitana, Chile",-33.4466311,-70.8380747,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,ATARDECER, ,19748,"ATARDECER  19748, PUDAHUEL",0,0,0,1,BICICLETA,0,0,0,1,1
-7883417.58755799,-3971395.22004641,441,"Cam. a Melipilla 2436, Padre Hurtado, Región Metropolitana, Chile",-33.5713965,-70.8179451,1,2020,13,REGION METROPOLITANA,PADRE HURTADO,URBANA,CAMINO A MELIPILLA, ,2436,"CAMINO A MELIPILLA  2436, PADRE HURTADO",0,0,0,1,BICICLETA,0,0,0,1,1
-7882359.40674242,-3977657.75291921,442,"Avenida Calera de Tango & Los Tilos, Calera de Tango, Región Metropolitana, Chile",-33.6182572,-70.8084393,1,2020,13,REGION METROPOLITANA,CALERA DE TANGO,URBANA,CAMINO LOS TILOS,CALERA DE TANGO,0,CAMINO LOS TILOS-CALERA DE TANGO,0,0,0,0,BICICLETA,0,0,0,0,1
-7881289.81567903,-3978344.44944641,443, ,-33.623394,-70.798831,1,2020,13,REGION METROPOLITANA,CALERA DE TANGO,URBANA,CAMINO A LONQUEN,CALERA DE TANGO,0,CAMINO A LONQUEN-CALERA DE TANGO,0,0,0,1,BICICLETA,0,0,0,1,1
-7881082.19369676,-3964531.82566962,444,"Avenida Portales & El Conquistador, Maipú, Región Metropolitana, Chile",-33.5200105,-70.7969659,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,PORTALES,EL CONQUISTADOR,0,PORTALES-EL CONQUISTADOR,0,0,1,1,BICICLETA,0,0,1,1,2
-7880478.61941767,-3964815.82509599,445,"Av. Sur & Av. Cuatro Pte., Maipú, Región Metropolitana, Chile",-33.5221374,-70.7915439,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,SUR,4 PONIENTE,0,SUR-4 PONIENTE,0,1,0,0,BICICLETA,0,1,0,0,1
-7879824.58401341,-3964136.60954025,446,"Las Naciones & San José, Maipú, Región Metropolitana, Chile",-33.5170506,-70.7856686,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,LAS NACIONES,SAN JOSE,0,SAN JOSE-LAS NACIONES,0,0,0,1,BICICLETA,0,0,0,1,1
-7879690.88930496,-3963106.17901838,447,"Las Naciones & Jose Manuel Borgoño, Maipú, Región Metropolitana, Chile",-33.5093329,-70.7844676,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,LAS NACIONES,JOSE MANUEL BORGONO,0,LAS NACIONES-JOSE MANUEL BORGONO,0,0,0,0,BICICLETA,0,0,0,0,1
-7879643.86795206,-3962778.45843773,448,"Camino A Rinconada & Las Naciones, Maipú, Región Metropolitana, Chile",-33.5068782,-70.7840452,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,LAS NACIONES,CAMINO A RINCONADA,0,LAS NACIONES-CAMINO A RINCONADA,0,0,0,1,BICICLETA,0,0,0,1,1
-7879415.39582914,-3965133.01433668,449,"Nueva San Martín & Ramón Barros Luco, Maipú, Región Metropolitana, Chile",-33.5245128,-70.7819928,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,RAMON BARROS LUCO,NVA SAN MARTIN,0,RAMON BARROS LUCO-NVA SAN MARTIN,0,0,0,1,BICICLETA,0,0,0,1,1
-7879273.00706847,-3954062.99481826,450,"Av. Américo Vespucio 0100, Pudahuel, Región Metropolitana, Chile",-33.4415719,-70.7807137,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,CALETERA AMERICO VESPUCIO,LOS MAITENES,0,LOS MAITENES-CALETERA AMERICO VESPUCIO,0,1,0,0,BICICLETA,0,1,0,0,1
-7878959.49798656,-3952733.34441975,451,"El Retiro Parque Los Maitenes Oriente 1283, Pudahuel, Región Metropolitana, Chile",-33.4316043,-70.7778974,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,EL RETIRO,LOS MAITENES,0,LOS MAITENES-EL RETIRO,0,0,0,1,BICICLETA,0,0,0,1,1
-7878933.24885063,-3963078.92980654,452,"Cam. A Rinconada & Av. Tres Pte., Maipú, Región Metropolitana, Chile",-33.5091288,-70.7776616,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A RINCONADA,3 PONIENTE,0,CAMINO A RINCONADA-3 PONIENTE,0,0,0,1,BICICLETA,0,0,0,1,2
-7878923.43047154,-3961935.10831814,453,"Minerva & Alcibiades, Maipú, Región Metropolitana, Chile",-33.500561,-70.7775734,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,MINERVA,ALCIBIADES,0,MINERVA-ALCIBIADES,0,0,0,1,BICICLETA,0,0,0,1,1
-7878717.08866341,-3992419.95055891,454,"Los Nogales & Los Magnolios, Maipo, Buin, Región Metropolitana, Chile",-33.7286176,-70.7757198,1,2020,13,REGION METROPOLITANA,BUIN,URBANA,LOS MAGNOLIOS,LOS NOGALES,0,LOS NOGALES-LOS MAGNOLIOS,0,0,1,0,BICICLETA,0,0,1,0,1
-7878697.79699565,-3963116.80636193,455,"Camino A Rinconada & El Olimpo, Maipú, Región Metropolitana, Chile",-33.5094125,-70.7755465,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A RINCONADA,EL OLIMPO,0,EL OLIMPO-CAMINO A RINCONADA,0,0,1,2,BICICLETA,0,0,1,2,3
-7878654.7831444,-3965346.78882888,456,"Montecassino & El Olimpo, Maipú, Región Metropolitana, Chile",-33.5261137,-70.7751601,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,EL OLIMPO,MONTECASSINO,0,MONTECASSINO-EL OLIMPO,0,0,0,0,BICICLETA,0,0,0,0,1
-7878457.56953453,-3952690.1396135,457,"José Manuel Guzmán 1302, Pudahuel, Región Metropolitana, Chile",-33.4312804,-70.7733885,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,JOSE MANUEL GUZMAN,LO PRADO BAJO,0,LO PRADO BAJO-JOSE MANUEL GUZMAN,0,0,0,1,BICICLETA,0,0,0,1,1
-7878397.18984271,-3953314.03052885,458,"Riva Riva & José Manuel Guzmán, Pudahuel, Región Metropolitana, Chile",-33.4359575,-70.7728461,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,JOSE MANUEL GUZMAN,RIVA RIVA,0,RIVA RIVA-JOSE MANUEL GUZMAN,0,0,0,0,BICICLETA,0,0,0,0,1
-7878383.69792043,-3992341.75597878,459,"C. García, Maipo, Buin, Región Metropolitana, Chile",-33.7280334,-70.7727249,1,2020,13,REGION METROPOLITANA,BUIN,URBANA,CANDIDO GARCIA,MIRAFLORES,0,MIRAFLORES-CANDIDO GARCIA,0,0,0,1,BICICLETA,0,0,0,1,1
-7878198.9520935,-3991616.80165115,460,"Carlos Vasallo, Buin, Región Metropolitana, Chile",-33.722617,-70.7710653,1,2020,13,REGION METROPOLITANA,BUIN,URBANA,CARLOS VASALLO,JOSE BARRIENTOS,0,JOSE BARRIENTOS-CARLOS VASALLO,0,0,1,0,BICICLETA,0,0,1,0,1
-7878172.40239496,-3964658.31531281,461,"Del Rey 833, Maipú, Región Metropolitana, Chile",-33.5209578,-70.7708268,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,DEL REY, ,833,"DEL REY  833, MAIPU",0,0,0,0,BICICLETA,0,0,0,0,1
-7878171.73447802,-3964716.37309413,462,"Avenida Sur & Del Rey, Maipú, Región Metropolitana, Chile",-33.5213926,-70.7708208,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,SUR,DEL REY,0,SUR-DEL REY,0,0,0,1,BICICLETA,0,0,0,1,1
-7878123.05446469,-3963060.3987771,463,"Camino A Rinconada & Del Rey, Maipú, Región Metropolitana, Chile",-33.50899,-70.7703835,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A RINCONADA,DEL REY,0,DEL REY-CAMINO A RINCONADA,0,0,0,1,BICICLETA,0,0,0,1,1
-7877960.28310525,-3954245.25404033,464,"San Pablo & Serrano, Pudahuel, Región Metropolitana, Chile",-33.4429381,-70.7689213,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,SERRANO,SAN PABLO,0,SERRANO-SAN PABLO,0,0,0,0,BICICLETA,0,0,0,0,1
-7877949.12889227,-3955791.21102953,465,"Avenida Américo Vespucio & La Travesía, Pudahuel, Región Metropolitana, Chile",-33.4545256,-70.7688211,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,LA TRAVESIA,AMERICO VESPUCIO,0,LA TRAVESIA-AMERICO VESPUCIO,1,0,0,0,BICICLETA,1,0,0,0,1
-7877629.87572462,-3964682.40364849,466,"Avenida Sur & La Fortuna, Maipú, Región Metropolitana, Chile",-33.5211382,-70.7659532,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,SUR,LA FORTUNA,0,SUR-LA FORTUNA,0,0,0,2,BICICLETA,0,0,0,2,2
-7877605.31864495,-3953424.76330821,467,"Atacama & San Joaquín, Pudahuel, Región Metropolitana, Chile",-33.4367876,-70.7657326,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,ATACAMA,SAN JOAQUIN,0,SAN JOAQUIN-ATACAMA,0,0,1,0,BICICLETA,0,0,1,0,1
-7877499.92135108,-3957008.81674433,468,"Av. Américo Vespucio Santiago 2700, Maipú, Región Metropolitana, Chile",-33.4636509,-70.7647858,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,AMERICO VESPUCIO,CAMINO CASAS VIEJAS,0,CAMINO CASAS VIEJAS-AMERICO VESPUCIO,0,1,0,0,BICICLETA,0,1,0,0,1
-7877472.52562439,-3964185.34487713,469,"Av. Portales 599, Maipú, Región Metropolitana, Chile",-33.5174156,-70.7645397,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,PORTALES, ,599,"PORTALES  599, MAIPU",0,0,0,1,BICICLETA,0,0,0,1,1
-7877220.63188063,-3993135.51860029,470,"Cam. Buin Maipo 2063, Buin, Región Metropolitana, Chile",-33.7339635,-70.7622769,1,2020,13,REGION METROPOLITANA,BUIN,URBANA,CAMINO BUIN MAIPO,CAMINO INTERIOR,0,CAMINO INTERIOR-CAMINO BUIN MAIPO,0,0,0,1,BICICLETA,0,0,0,1,1
-7877205.99336758,-3952574.17172115,471,"Federico Errázuriz & San Daniel, Pudahuel, Región Metropolitana, Chile",-33.430411,-70.7621454,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,FEDERICO ERRAZURIZ,SAN DANIEL,0,SAN DANIEL-FEDERICO ERRAZURIZ,1,0,0,0,BICICLETA,1,0,0,0,1
-7877118.58530342,-3961006.65598328,472,"Camino la Farfana & Alberto Pérez Rodríguez, Maipú, Región Metropolitana, Chile",-33.4936058,-70.7613602,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO LA FARFANA,ALBERTO PEREZ RODRIGUEZ,0,CAMINO LA FARFANA-ALBERTO PEREZ RODRIGUEZ,0,0,0,1,BICICLETA,0,0,0,1,1
-7877105.02658944,-3963444.64335119,473,"Carmen Luisa Correa 330, Maipú, Región Metropolitana, Chile",-33.511868,-70.7612384,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,CARMEN LUISA CORREA,HUASCAR,0,HUASCAR-CARMEN LUISA CORREA,0,0,0,1,BICICLETA,0,0,0,1,1
-7877068.36908112,-3946659.45529298,474,"Cam. Lo Boza 8313, Pudahuel, Región Metropolitana, Chile",-33.3860574,-70.7609091,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,CAMINO LO BOZA, ,8313,"CAMINO LO BOZA  8313, PUDAHUEL",0,0,0,0,BICICLETA,0,0,0,0,1
-7877014.14535715,-3953167.32223288,475,"San Francisco & Pelequén, Pudahuel, Región Metropolitana, Chile",-33.4348577,-70.760422,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,SAN FRANCISCO,PELEQUEN,0,SAN FRANCISCO-PELEQUEN,0,0,0,1,BICICLETA,0,0,0,1,1
-7876967.6583378,-3964660.51851215,476,"Av. Sur & Hnos Carrera, Maipú, Región Metropolitana, Chile",-33.5209743,-70.7600044,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,SUR,HNOS CARRERA,0,SUR-HNOS CARRERA,0,0,0,1,BICICLETA,0,0,0,1,1
-7876824.31222949,-3979354.60995385,477,"Alfonso Ruiz Tagle & Avenida Calera de Tango, Calera de Tango, Región Metropolitana, Chile",-33.6309499,-70.7587167,1,2020,13,REGION METROPOLITANA,CALERA DE TANGO,URBANA,CALERA DE TANGO,ALFONSO RUIZ TAGLE,0,CALERA DE TANGO-ALFONSO RUIZ TAGLE,0,0,0,0,BICICLETA,0,0,0,0,1
-7876559.73919574,-3961330.38839841,478,"Rafael Riesco Bernales 74, Maipú, Región Metropolitana, Chile",-33.496031,-70.75634,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,RAFAEL RIESCO BERNALES, ,74,"RAFAEL RIESCO BERNALES  74, MAIPU",0,0,0,0,BICICLETA,0,0,0,0,1
-7876447.18405859,-3959073.04686436,479,"Av. Américo Vespucio & Sta. Elena, Maipú, Región Metropolitana, Chile",-33.479119,-70.7553289,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,STA ELENA,AMERICO VESPUCIO,0,STA ELENA-AMERICO VESPUCIO,0,0,0,1,BICICLETA,0,0,0,1,1
-7876430.29689184,-3997016.17605122,480,"Casilla 2 - BUIN Buin, Buin, Región Metropolitana, Chile",-33.7629495,-70.7551772,1,2020,13,REGION METROPOLITANA,BUIN,URBANA,CAMINO LONGITUDINAL RUTA 5 SUR,CAMINO CERVERA,0,CAMINO LONGITUDINAL RUTA 5 SUR-CAMINO CERVERA,0,0,0,0,BICICLETA,0,0,0,0,1
-7876386.20324154,-3932366.13018178,481,"Cacique Colin 110, Lampa, Región Metropolitana, Chile",-33.2787804,-70.7547811,1,2020,13,REGION METROPOLITANA,LAMPA,URBANA,CACIQUE COLIN, ,110,"CACIQUE COLIN  110, LAMPA",1,0,0,0,BICICLETA,1,0,0,0,1
-7876376.99711965,-3955366.46086577,482,"Claudio Arrau & Oceanía, Pudahuel, Región Metropolitana, Chile",-33.4513421,-70.7546984,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,CLAUDIO ARRAU,OCEANIA,0,OCEANIA-CLAUDIO ARRAU,0,0,0,1,BICICLETA,0,0,0,0,1
-7876352.66267896,-3955128.49551417,483,"Avenida General Oscar Bonilla & La Estrella, Pudahuel, Región Metropolitana, Chile",-33.4495585,-70.7544798,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,GRAL OSCAR BONILLA,LA ESTRELLA,0,LA ESTRELLA-GRAL OSCAR BONILLA,0,1,0,0,BICICLETA,0,1,0,0,1
-7876319.76776943,-3954831.55267866,484,"Corona Sueca & La Estrella, Pudahuel, Región Metropolitana, Chile",-33.4473328,-70.7541843,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,LA ESTRELLA,CORONA SUECA,0,LA ESTRELLA-CORONA SUECA,0,2,0,0,BICICLETA,0,2,0,0,2
-7876282.46460806,-3946017.95216259,485,"Autopista Vespucio Norte Express, Quilicura, Provincia de Santiago, Región Metropolitana de Santiago, 9030950, Chile",-33.3812455,-70.7538492,1,2020,13,REGION METROPOLITANA,QUILICURA,URBANA,AMERICO VESPUCIO, ,1851,"AMERICO VESPUCIO  1851, QUILICURA",0,1,0,0,BICICLETA,0,1,0,0,1
-7876255.14680503,-3959580.12281518,486,"Autopista Vespucio Norte Express, Villa Santa Teresa del Rosal, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9250678, Chile",-33.4829183,-70.7536038,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,AMERICO VESPUCIO,EL ROSAL,0,EL ROSAL-AMERICO VESPUCIO,0,0,1,0,BICICLETA,0,0,1,0,1
-7876070.77946437,-3951482.47111949,487,"Mapocho Sur & La Estrella, Santiago, Cerro Navia, Región Metropolitana, Chile",-33.4222262,-70.7519476,1,2020,13,REGION METROPOLITANA,CERRO NAVIA,URBANA,MAPOCHO SUR,LA ESTRELLA,0,MAPOCHO SUR-LA ESTRELLA,0,0,1,0,BICICLETA,0,0,1,0,1
-7876069.53268607,-3960346.32443021,488,"Avenida Los Pajaritos & Isabel Riquelme, Maipú, Región Metropolitana, Chile",-33.4886588,-70.7519364,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,LOS PAJARITOS,ISABEL RIQUELME,0,LOS PAJARITOS-ISABEL RIQUELME,0,0,0,0,BICICLETA,0,0,0,0,1
-7875994.32523809,-3961366.51051426,489,"Primera Transversal & Rafael Riesco Bernales, Maipú, Región Metropolitana, Chile",-33.4963016,-70.7512608,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,PRIMERA TRANSVERSAL,RAFAEL RIESCO BERNALES,0,RAFAEL RIESCO BERNALES-PRIMERA TRANSVERSAL,0,0,0,0,BICICLETA,0,0,0,0,1
-7875993.99127961,-3959331.01979273,490,"Av. Américo Vespucio 1077, Maipú, Región Metropolitana, Chile",-33.4810519,-70.7512578,1,2020,13,REGION METROPOLITANA,MAIPU,URBANA,AMERICO VESPUCIO, ,1077,"AMERICO VESPUCIO  1077, MAIPU",0,0,0,1,BICICLETA,0,0,0,1,1
-7875921.04361731,-3952405.50413748,491,"J.J. Perez & La Estrella, Pudahuel, Región Metropolitana, Chile",-33.4291465,-70.7506025,1,2020,13,REGION METROPOLITANA,PUDAHUEL,URBANA,JOSE JOAQUIN PEREZ,LA ESTRELLA,0,LA ESTRELLA-JOSE JOAQUIN PEREZ,0,0,0,1,BICICLETA,0,0,0,0,1
-7875727.65939789,-3994529.67850789,492,"Villaseca, Buin, Región Metropolitana, Chile",-33.7443781,-70.7488653,1,2020,13,REGION METROPOLITANA,BUIN,URBANA,VILLASECA,LATERAL PONIENTE RUTA 5 SUR,0,VILLASECA-LATERAL PONIENTE RUTA 5 SUR,0,0,0,1,BICICLETA,0,0,0,1,1
-7875660.23318233,-3991862.66852415,493,"Orlando Recabarren Marambio & Raul Gajardo Gajardo, Buin, Región Metropolitana, Chile",-33.724454,-70.7482596,1,2020,13,REGION METROPOLITANA,BUIN,URBANA,RAUL GAJARDO GAJARDO,ORLANDO MARAMBIO,0,RAUL GAJARDO GAJARDO-ORLANDO MARAMBIO,0,0,0,1,BICICLETA,0,0,0,1,1
-7875647.13087826,-3992693.87671607,494,"Carlos Condell & Avenida Bernardo O'Higgins, Buin, Región Metropolitana, Chile",-33.7306641,-70.7481419,1,2020,13,REGION METROPOLITANA,BUIN,URBANA,BERNARDO O'HIGGINS,CARLOS CONDELL,0,CARLOS CONDELL-BERNARDO O'HIGGINS,0,0,0,1,BICICLETA,0,0,0,1,1
-7875633.70574767,-3944287.26130102,495,"Las Violetas, Quilicura, Región Metropolitana, Chile",-33.3682623,-70.7480213,1,2020,13,REGION METROPOLITANA,QUILICURA,URBANA,LAS VIOLETAS,CALLE A,0,LAS VIOLETAS-CALLE A,0,0,0,0,BICICLETA,0,0,0,0,1
-7875579.25938473,-3951434.81626727,496,"Rolando Petersen, Cerro Navia, Región Metropolitana, Chile",-33.4218689,-70.7475322,1,2020,13,REGION METROPOLITANA,CERRO NAVIA,URBANA,COST SUR,ROLANDO PETERSEN,0,ROLANDO PETERSEN-COST SUR,0,0,1,0,BICICLETA,0,0,1,0,1
