X,Y,FID,DIR_GEOCOD,LAT,LNG,VAL_COM,Año,Cód_Regi,Región,Comuna,Zona,Calle_Uno,Calle_Dos,Número,Direccion,Fallecidos,Graves,Menos_Grav,Leves,Tipo_Usuar,FallecidoB,GraveBici,MgraveBici,LeveBici,Accidentes
-7859890.42468587,-3957791.62238252,217,"Avenida Pedro de Valdivia & Las Encinas, Ñuñoa, Región Metropolitana, Chile",-33.4695171,-70.606597,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,PEDRO DE VALDIVIA,LAS ENCINAS,0,PEDRO DE VALDIVIA-LAS ENCINAS,0,0,0,1,BICICLETA,0,0,0,1,1
-7859890.11299131,-3963581.88237558,218,"Mirador Azul & Avenida Vicuña Mackenna Oriente, La Florida, Región Metropolitana, Chile",-33.5128959,-70.6065942,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,VICUÑA MACKENNA ORIENTE,MIRADOR AZUL,0,VICUÑA MACKENNA ORIENTE-MIRADOR AZUL,0,1,0,1,BICICLETA,0,0,0,1,1
-7859877.4337013,-3952627.82039927,219,"Eliodoro Yañez & Avenida Ricardo Lyon, Providencia, Región Metropolitana, Chile",-33.4308132,-70.6064803,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,RICARDO LYON,ELIODORO YANEZ,0,RICARDO LYON-ELIODORO YANEZ,0,1,0,1,BICICLETA,0,1,0,1,3
-7859867.39268323,-3950917.94777351,220,"Av. Andrés Bello 2425, Providencia, Región Metropolitana, Chile",-33.4179935,-70.6063901,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,ANDRES BELLO,ARZ CASANOVA,0,ARZ CASANOVA-ANDRES BELLO,0,0,0,1,BICICLETA,0,0,0,1,1
-7859841.1880751,-3956816.65301163,221,"Av. Pedro de Valdivia & Av. Grecia, Ñuñoa, Región Metropolitana, Chile",-33.4622108,-70.6061547,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,GRECIA,PEDRO DE VALDIVIA,0,PEDRO DE VALDIVIA-GRECIA,0,0,0,1,BICICLETA,0,0,0,1,1
-7859840.45336645,-3956706.44819768,222,"Avenida Pedro de Valdivia & Los Pescadores, Ñuñoa, Región Metropolitana, Chile",-33.4613849,-70.6061481,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,LOS PESCADORES,PEDRO DE VALDIVIA,0,PEDRO DE VALDIVIA-LOS PESCADORES,0,1,0,0,BICICLETA,0,1,0,0,1
-7859779.01613948,-3951224.87317029,223,"Av. Los Leones 36, Providencia, Región Metropolitana, Chile",-33.4202948,-70.6055962,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,LOS LEONES, ,36,"LOS LEONES  36, PROVIDENCIA",0,0,0,0,BICICLETA,0,0,0,0,1
-7859753.00077449,-3963901.05386007,224,"Barcelona & Calle Pudeto, La Florida, Región Metropolitana, Chile",-33.5152864,-70.6053625,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,BARCELONA,PUDETO,0,PUDETO-BARCELONA,0,0,0,1,BICICLETA,0,0,0,1,1
-7859710.48786096,-3951489.44664327,225,"Coronel & Avenida Los Leones, Providencia, Región Metropolitana, Chile",-33.4222785,-70.6049806,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,LOS LEONES,CORONEL,0,LOS LEONES-CORONEL,0,0,0,1,BICICLETA,0,0,0,1,2
-7859680.69876522,-3953238.24835184,226,"Av. Ricardo Lyon & Av. Pocuro, Providencia, Región Metropolitana, Chile",-33.4353894,-70.604713,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,POCURO,RICARDO LYON,0,RICARDO LYON-POCURO,0,0,0,1,BICICLETA,0,0,0,1,1
-7859665.96006463,-3969734.64052418,227,"Cleopatra & General Arriagada, La Florida, Región Metropolitana, Chile",-33.5589666,-70.6045806,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,GRAL ARRIAGADA,CLEOPATRA,0,GRAL ARRIAGADA-CLEOPATRA,0,0,0,1,BICICLETA,0,0,0,1,1
-7859644.17484029,-3963023.79073568,228,"Av. Departamental & Exequiel Fernández, Macul, Región Metropolitana, Chile",-33.5087158,-70.6043849,2,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,DEPARTAMENTAL,EXEQUIEL FERNANDEZ,0,EXEQUIEL FERNANDEZ-DEPARTAMENTAL,0,0,0,0,BICICLETA,0,0,0,0,1
-7859625.68467287,-3951090.52812363,229,"Holanda & Av. Providencia, Providencia, Región Metropolitana, Chile",-33.4192875,-70.6042188,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,HOLANDA,PROVIDENCIA,0,PROVIDENCIA-HOLANDA,1,0,0,0,BICICLETA,1,0,0,0,1
-7859607.21676934,-3952064.90848495,230,"Av. Los Leones 745, Providencia, Región Metropolitana, Chile",-33.426593,-70.6040529,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,ANDRES BELLO,LOS LEONES,0,LOS LEONES-ANDRES BELLO,0,1,0,0,BICICLETA,0,1,0,0,1
-7859575.88033269,-3962151.3067058,231,"Benito Rebolledo 2871, Macul, Región Metropolitana, Chile",-33.5021805,-70.6037714,1,2020,13,REGION METROPOLITANA,MACUL,URBANA,BENITO REBOLLEDO, ,2871,"BENITO REBOLLEDO  2871, MACUL",0,0,0,0,BICICLETA,0,0,0,0,1
-7859568.86720477,-3968107.73176455,232,"Trinidad & Santa Raquel, La Florida, Región Metropolitana, Chile",-33.546787,-70.6037084,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,STA RAQUEL,TRINIDAD,0,TRINIDAD-STA RAQUEL,0,0,0,1,BICICLETA,0,0,0,1,1
-7859550.3659054,-3967156.58607016,233,"Ancud & Santa Raquel, La Florida, Región Metropolitana, Chile",-33.5396656,-70.6035422,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,STA RAQUEL,ANCUD,0,STA RAQUEL-ANCUD,0,0,0,1,BICICLETA,0,0,0,1,1
-7859545.73501459,-3966765.07296169,234,"Limache & Santa Raquel, La Florida, Región Metropolitana, Chile",-33.5367341,-70.6035006,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,STA RAQUEL,LIMACHE,0,STA RAQUEL-LIMACHE,0,1,0,0,BICICLETA,0,1,0,0,1
-7859537.7088793,-3950044.01582612,235,"Av. Pdte. Riesco & Av. Andrés Bello, Las Condes, Región Metropolitana, Chile",-33.4114405,-70.6034285,1,2020,13,REGION METROPOLITANA,LAS CONDES,URBANA,PDTE RIESCO,ANDRES BELLO,0,PDTE RIESCO-ANDRES BELLO,0,0,1,1,BICICLETA,0,0,0,1,2
-7859473.68904014,-3960568.3261717,236,"Avenida Escuela Agrícola & Las Constelaciones, Macul, Región Metropolitana, Chile",-33.490322,-70.6028534,1,2020,13,REGION METROPOLITANA,MACUL,URBANA,ESC AGRICOLA,LAS CONSTELACIONES,0,LAS CONSTELACIONES-ESC AGRICOLA,0,0,0,1,BICICLETA,0,0,0,1,1
-7859466.3753496,-3954878.86129785,237,"Av. Ricardo Lyon 2895, Ñuñoa, Santiago, Región Metropolitana, Chile",-33.4476874,-70.6027877,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,RICARDO LYON, ,2895,"RICARDO LYON  2895, ÑUÑOA",0,0,0,0,BICICLETA,0,0,0,0,1
-7859465.29555054,-3951034.88601731,238,"Av. Providencia 2593, Providencia, Región Metropolitana, Chile",-33.4188703,-70.602778,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,TOBALABA,ABATE MOLINA,0,TOBALABA-ABATE MOLINA,0,0,0,1,BICICLETA,0,0,0,1,1
-7859457.15809576,-3952517.04188795,239,"Eliodoro Yañez & Avenida Los Leones, Providencia, Región Metropolitana, Chile",-33.4299827,-70.6027049,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,LOS LEONES,ELIODORO YANEZ,0,LOS LEONES-ELIODORO YANEZ,0,1,0,1,BICICLETA,0,1,0,0,2
-7859392.99354127,-3952851.07466689,240,"Avenida Los Leones & El Vergel, Providencia, Región Metropolitana, Chile",-33.4324869,-70.6021285,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,LOS LEONES,EL VERGEL,0,LOS LEONES-EL VERGEL,0,1,0,0,BICICLETA,0,1,0,0,1
-7859374.09149173,-3971653.92266158,241,"C. Bahía Navidad, Puente Alto, Región Metropolitana, Chile",-33.5733328,-70.6019587,1,2020,13,REGION METROPOLITANA,PUENTE ALTO,URBANA,BAHIA NAVIDAD,PUNTA HILOCK,0,PUNTA HILOCK-BAHIA NAVIDAD,0,0,0,1,BICICLETA,0,0,0,1,1
-7859372.35490767,-3953785.92947862,242,"Bustos & Suecia, Providencia, Región Metropolitana, Chile",-33.439495,-70.6019431,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,BUSTOS,SUECIA,0,SUECIA-BUSTOS,0,0,0,1,BICICLETA,0,0,0,1,1
-7859317.19609999,-3964133.3649758,243,"Av. Vicuña Mackenna Ote. 6720, La Florida, Región Metropolitana, Chile",-33.5170263,-70.6014476,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,VICUÑA MACKENNA ORIENTE,MARIA ELENA,0,VICUÑA MACKENNA ORIENTE-MARIA ELENA,0,0,0,1,BICICLETA,0,0,0,1,1
-7859315.1812172,-3950943.43455518,244,"Tobalaba & Avenida Providencia, Providencia, Las Condes, Región Metropolitana, Chile",-33.4181846,-70.6014295,2,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,TOBALABA,PROVIDENCIA,0,TOBALABA-PROVIDENCIA,0,0,0,1,BICICLETA,0,0,0,1,1
-7859279.41426481,-3954496.00857301,245,"Doctor Pedro Lautaro Ferrer & Suecia, Providencia, Región Metropolitana, Chile",-33.4448177,-70.6011082,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,DR PEDRO LAUTARO FERRER,SUECIA,0,SUECIA-DR PEDRO LAUTARO FERRER,0,0,0,1,BICICLETA,0,0,0,1,1
-7859275.02827687,-3969699.78800211,246,"Gral Arriagada & Sta Raquel, La Florida, Región Metropolitana, Chile",-33.5587057,-70.6010688,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,STA RAQUEL,GRAL ARRIAGADA,0,STA RAQUEL-GRAL ARRIAGADA,0,0,0,1,BICICLETA,0,0,0,1,1
-7859244.4154169,-3952461.87311742,247,"Eliodoro Yañez & Holanda, Providencia, Región Metropolitana, Chile",-33.4295691,-70.6007938,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,ELIODORO YAÑEZ,HOLANDA,0,HOLANDA-ELIODORO YAÑEZ,0,0,0,0,BICICLETA,0,0,0,0,1
-7859186.34003856,-3957146.75333546,248,"Av. Grecia & Exequiel Fernández, Ñuñoa, Región Metropolitana, Chile",-33.4646846,-70.6002721,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,GRECIA,EXEQUIEL FERNANDEZ,0,GRECIA-EXEQUIEL FERNANDEZ,0,0,1,1,BICICLETA,0,0,1,0,1
-7859128.34258385,-3955818.04279484,249,"Irarrázaval & Exequiel Fernández, Ñuñoa, Región Metropolitana, Chile",-33.4547267,-70.5997511,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,IRARRAZAVAL,EXEQUIEL FERNANDEZ,0,IRARRAZAVAL-EXEQUIEL FERNANDEZ,0,0,0,1,BICICLETA,0,0,0,1,1
-7859123.35547065,-3956027.9758208,250,"Exequiel Fernández & Dublé Almeyda, Ñuñoa, Región Metropolitana, Chile",-33.4563001,-70.5997063,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,DUBLE ALMEYDA,EXEQUIEL FERNANDEZ,0,EXEQUIEL FERNANDEZ-DUBLE ALMEYDA,0,0,0,1,BICICLETA,0,0,0,1,1
-7859109.83015254,-3954058.31230689,251,"Diego de Almagro & Avenida Los Leones, Providencia, Región Metropolitana, Chile",-33.4415368,-70.5995848,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,LOS LEONES,DIEGO DE ALMAGRO,0,LOS LEONES-DIEGO DE ALMAGRO,0,0,0,1,BICICLETA,0,0,0,1,1
-7859078.36013249,-3961266.75448005,252,"Av Macul 4581, Macul, Región Metropolitana, Chile",-33.4955543,-70.5993021,1,2020,13,REGION METROPOLITANA,MACUL,URBANA,MACUL, ,4581,"MACUL  4581, MACUL",0,1,0,0,BICICLETA,0,1,0,0,1
-7859047.52463354,-3950418.59954942,253,"Isidora Goyenechea & Carmencita, Las Condes, Región Metropolitana, Chile",-33.4142493,-70.5990251,1,2020,13,REGION METROPOLITANA,LAS CONDES,URBANA,CARMENCITA,ISIDORA GOYENECHEA,0,ISIDORA GOYENECHEA-CARMENCITA,0,0,0,0,BICICLETA,0,0,0,0,1
-7859013.18257062,-3958346.47206812,254,"Avenida José Pedro Alessandri & Rodrigo de Araya, Ñuñoa, Región Metropolitana, Chile",-33.4736748,-70.5987166,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,JOSE PEDRO ALESSANDRI,RODRIGO DE ARAYA,0,RODRIGO DE ARAYA-JOSE PEDRO ALESSANDRI,0,1,0,0,BICICLETA,0,1,0,0,1
-7858985.23024649,-3961445.36284231,255,"Av Macul 4729, Macul, Región Metropolitana, Chile",-33.4968923,-70.5984655,1,2020,13,REGION METROPOLITANA,MACUL,URBANA,MACUL, ,4729,"MACUL  4729, MACUL",0,0,1,1,BICICLETA,0,0,1,0,1
-7858984.88515607,-3957734.58688639,256,"Avenida José Pedro Alessandri & Las Encinas, Ñuñoa, Región Metropolitana, Chile",-33.4690897,-70.5984624,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,JOSE PEDRO ALESSANDRI,LAS ENCINAS,0,LAS ENCINAS-JOSE PEDRO ALESSANDRI,0,0,0,1,BICICLETA,0,0,0,1,1
-7858982.88140524,-3957707.2302321,257,"Av. José Pedro Alessandri 1557, Ñuñoa, Región Metropolitana, Chile",-33.4688847,-70.5984444,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,JOSE PEDRO ALESSANDRI, ,1557,"JOSE PEDRO ALESSANDRI  1557, ÑUÑOA",0,0,0,1,BICICLETA,0,0,0,0,1
-7858961.95334096,-3963174.72288588,258,"Av. Departamental 1455, La Florida, Región Metropolitana, Chile",-33.5098463,-70.5982564,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,DEPARTAMENTAL, ,1455,"DEPARTAMENTAL  1455, LA FLORIDA",0,1,0,0,BICICLETA,0,1,0,0,1
-7858955.34096322,-3961374.17279577,259,"Av Macul 4676, Macul, Región Metropolitana, Chile",-33.496359,-70.598197,1,2020,13,REGION METROPOLITANA,MACUL,URBANA,MACUL, ,4676,"MACUL  4676, MACUL",0,1,0,1,BICICLETA,0,0,0,1,1
-7858955.17398397,-3956040.66478917,260,"Av. José Pedro Alessandri 165, Ñuñoa, Región Metropolitana, Chile",-33.4563952,-70.5981955,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,JOSE PEDRO ALESSANDRI, ,165,"JOSE PEDRO ALESSANDRI  165, ÑUÑOA",0,0,0,0,BICICLETA,0,0,0,0,1
-7858953.19249704,-3964907.69344186,261,"Avenida Américo Vespucio & Vicuña Mackenna, La Florida, Región Metropolitana, Chile",-33.5228254,-70.5981777,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,AMERICO VESPUCIO,VICUNA MACKENNA,0,VICUNA MACKENNA-AMERICO VESPUCIO,0,0,0,1,BICICLETA,0,0,0,1,1
-7858949.01801613,-3957515.40185203,262,"Av. José Pedro Alessandri 1372, Ñuñoa, Región Metropolitana, Chile",-33.4674472,-70.5981402,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,JOSE PEDRO ALESSANDRI, ,1372,"JOSE PEDRO ALESSANDRI  1372, ÑUÑOA",0,1,0,0,BICICLETA,0,0,0,0,1
-7858922.71322046,-3952246.06917818,263,"Avenida Hernando de Aguirre & Los Claveles, Providencia, Región Metropolitana, Chile",-33.4279512,-70.5979039,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,LOS CLAVELES,HERNANDO DE AGUIRRE,0,LOS CLAVELES-HERNANDO DE AGUIRRE,0,0,0,0,BICICLETA,0,0,0,0,1
-7858889.89623458,-3952982.73227574,264,"Av. Pocuro & Av. Luis Thayer Ojeda, Providencia, Región Metropolitana, Chile",-33.4334739,-70.5976091,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,POCURO,LUIS THAYER OJEDA,0,POCURO-LUIS THAYER OJEDA,0,0,0,0,BICICLETA,0,0,0,0,1
-7858889.51774831,-3977066.47113457,265,"Av. Eyzaguirre 1951, Puente Alto, Región Metropolitana, Chile",-33.6138339,-70.5976057,1,2020,13,REGION METROPOLITANA,PUENTE ALTO,URBANA,EYZAGUIRRE, ,1951,"EYZAGUIRRE  1951, PUENTE ALTO",0,0,0,1,BICICLETA,0,0,0,1,1
-7858887.75890035,-3952366.31545322,266,"Eliodoro Yañez & Avenida Hernando de Aguirre, Providencia, Región Metropolitana, Chile",-33.4288527,-70.5975899,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,ELIODORO YAÑEZ,HERNANDO DE AGUIRRE,0,HERNANDO DE AGUIRRE-ELIODORO YAÑEZ,0,0,0,1,BICICLETA,0,0,0,1,1
-7858880.14464719,-3954900.98141231,267,"Avenida Sucre & Chile España, Ñuñoa, Región Metropolitana, Chile",-33.4478532,-70.5975215,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,CHILE ESPAÑA,SUCRE,0,SUCRE-CHILE ESPAÑA,0,0,0,1,BICICLETA,0,0,0,1,1
-7858864.34841144,-3954449.40858853,268,"Dr. Pedro Lautaro Ferrer & Holanda, Providencia, Región Metropolitana, Chile",-33.4444684,-70.5973796,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,HOLANDA,DR PEDRO LAUTARO FERRER,0,HOLANDA-DR PEDRO LAUTARO FERRER,0,0,0,0,BICICLETA,0,0,0,0,1
-7858828.25863252,-3951397.59146875,269,"Tobalaba & Lota, Providencia, Región Metropolitana, Chile",-33.4215898,-70.5970554,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,LOTA,TOBALABA,0,TOBALABA-LOTA,0,0,1,0,BICICLETA,0,0,1,0,1
-7858794.15034054,-3965454.95283185,270,"Don Pepe & Avenida Vicuña Mackenna Poniente, La Florida, Región Metropolitana, Chile",-33.5269237,-70.596749,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,VICUÑA MACKENNA PONIENTE,DON PEPE,0,VICUÑA MACKENNA PONIENTE-DON PEPE,0,0,0,1,BICICLETA,0,0,0,1,1
-7858790.76622803,-3973561.67122289,271,"Av. Ejercito Libertador & Luis Matte Larraín, Puente Alto, Región Metropolitana, Chile",-33.5876103,-70.5967186,1,2020,13,REGION METROPOLITANA,PUENTE ALTO,URBANA,EJERCITO LIBERTADOR,LUIS MATTE LARRAIN,0,LUIS MATTE LARRAIN-EJERCITO LIBERTADOR,0,0,0,0,BICICLETA,0,0,0,0,1
-7858776.32809007,-3951386.80150115,272,"Mariano Sánchez Fontecilla & Presidente Errázuriz, Las Condes, Región Metropolitana, Chile",-33.4215089,-70.5965889,1,2020,13,REGION METROPOLITANA,LAS CONDES,URBANA,PDTE ERRAZURIZ,MARIANO SANCHEZ FONTECILLA,0,PDTE ERRAZURIZ-MARIANO SANCHEZ FONTECILLA,0,2,0,0,BICICLETA,0,2,0,0,1
-7858742.07508275,-3950225.58499798,273,"Av. Pdte. Riesco 3259, Las Condes, Región Metropolitana, Chile",-33.412802,-70.5962812,1,2020,13,REGION METROPOLITANA,LAS CONDES,URBANA,PDTE RIESCO, ,3259,"PDTE RIESCO  3259, LAS CONDES",0,0,0,1,BICICLETA,0,0,0,1,1
-7858722.82794279,-3974001.3232419,274,"Los Mañíos & Avenida Ejercito Libertador, Puente Alto, Región Metropolitana, Chile",-33.5909003,-70.5961083,1,2020,13,REGION METROPOLITANA,PUENTE ALTO,URBANA,EJERCITO LIBERTADOR,LOS MANIOS,0,LOS MANIOS-EJERCITO LIBERTADOR,0,0,1,0,BICICLETA,0,0,1,0,1
-7858715.79255097,-3952319.45727206,275,"Eliodoro Yañez & Avenida El Bosque, Providencia, Región Metropolitana, Chile",-33.4285014,-70.5960451,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,ELIODORO YAÑEZ,EL BOSQUE,0,ELIODORO YAÑEZ-EL BOSQUE,0,0,0,1,BICICLETA,0,0,0,1,1
-7858705.86285239,-3964517.64524282,276,"Avenida Américo Vespucio & Julio Vildósola, La Florida, Región Metropolitana, Chile",-33.5199043,-70.5959559,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,JULIO VILDOSOLA,AMERICO VESPUCIO,0,JULIO VILDOSOLA-AMERICO VESPUCIO,0,1,0,0,BICICLETA,0,1,0,0,1
-7858688.43022013,-3965652.46825692,277,"Vicuña Mackenna & Gerónimo de Alderete, La Florida, Región Metropolitana, Chile",-33.5284028,-70.5957993,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,GERONIMO DE ALDERETE,VICUNA MACKENNA PONIENTE,0,VICUNA MACKENNA PONIENTE-GERONIMO DE ALDERETE,0,0,0,1,BICICLETA,0,0,0,1,1
-7858682.91990534,-3952423.60460585,278,"Marcel Duhaut & Avenida El Bosque, Providencia, Región Metropolitana, Chile",-33.4292822,-70.5957498,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,EL BOSQUE,MARCEL DUHAUT,0,MARCEL DUHAUT-EL BOSQUE,0,1,0,0,BICICLETA,0,1,0,0,1
-7858661.81372989,-3959500.90950074,279,"Los Plátanos & Brown Sur, Macul, Región Metropolitana, Chile",-33.4823248,-70.5955602,1,2020,13,REGION METROPOLITANA,MACUL,URBANA,BROWN SUR,LOS PLATANOS,0,LOS PLATANOS-BROWN SUR,0,0,0,1,BICICLETA,0,0,0,1,2
-7858634.75196168,-3953330.87849092,280,"Av. Francisco Bilbao & Av. Hernando de Aguirre, Providencia, Región Metropolitana, Chile",-33.4360838,-70.5953171,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,FRANCISCO BILBAO,HERNANDO DE AGUIRRE,0,HERNANDO DE AGUIRRE-FRANCISCO BILBAO,0,0,0,1,BICICLETA,0,0,0,1,1
-7858520.1930737,-3962136.28816282,281,"Avenida Macul & El Líbano, Macul, Región Metropolitana, Chile",-33.502068,-70.594288,1,2020,13,REGION METROPOLITANA,MACUL,URBANA,MACUL,LIBANO,0,MACUL-LIBANO,0,0,0,1,BICICLETA,0,0,0,1,1
-7858520.09288615,-3952325.29952855,282,"Plaza Las Lilas - Eliodoro Yañez, Providencia, Región Metropolitana, Chile",-33.4285452,-70.5942871,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,ELIODORO YAÑEZ,ARZ CASANOVA,0,ELIODORO YAÑEZ-ARZ CASANOVA,0,0,0,0,BICICLETA,0,0,0,0,1
-7858497.03861961,-3948778.56507441,283,"Alonso de Córdova & Av Vitacura, Vitacura, Región Metropolitana, Chile",-33.4019509,-70.59408,1,2020,13,REGION METROPOLITANA,VITACURA,URBANA,VITACURA,ALONSO DE CORDOVA,0,VITACURA-ALONSO DE CORDOVA,0,0,0,0,BICICLETA,0,0,0,0,1
-7858491.38358948,-3965391.22942254,284,"Vicente Valdés & La Concepción, La Florida, Región Metropolitana, Chile",-33.5264465,-70.5940292,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,LA CONCEPCION,VICENTE VALDES,0,VICENTE VALDES-LA CONCEPCION,0,0,0,1,BICICLETA,0,0,0,1,1
-7858453.35685143,-3956099.8267876,285,"Doctor Johow & Dublé Almeyda, Ñuñoa, Región Metropolitana, Chile",-33.4568386,-70.5936876,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,DR JOHOW,DUBLE ALMEYDA,0,DUBLE ALMEYDA-DR JOHOW,0,0,0,0,BICICLETA,0,0,0,0,1
-7858421.30797003,-3965669.01371564,286,"Gerónimo de Alderete 123, La Florida, Región Metropolitana, Chile",-33.5285267,-70.5933997,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,GERONIMO DE ALDERETE, ,123,"GERONIMO DE ALDERETE  123, LA FLORIDA",0,1,0,0,BICICLETA,0,1,0,0,1
-7858387.01043491,-3966664.60254192,287,"Av. Vicuña Mackenna Pte. 8807, La Florida, Región Metropolitana, Chile",-33.5359818,-70.5930916,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,VICUÑA MACKENNA PONIENTE, ,8807,"VICUÑA MACKENNA PONIENTE  8807, LA FLORIDA",0,0,0,1,BICICLETA,0,0,0,1,1
-7858368.87648986,-3970070.5339297,288,"Maria Elena 559, La Florida, Región Metropolitana, Chile",-33.561481,-70.5929287,1,2020,13,REGION METROPOLITANA,LA FLORIDA,URBANA,MARIA ELENA, ,559,"MARIA ELENA  559, LA FLORIDA",0,0,0,1,BICICLETA,0,0,0,0,1
-7858355.1841925,-3972380.3464847,289,"Ralco & Juan de Dios Malebrán, Puente Alto, Región Metropolitana, Chile",-33.5787696,-70.5928057,1,2020,13,REGION METROPOLITANA,PUENTE ALTO,URBANA,JUAN DE DIOS MALEBRAN,RALCO,0,RALCO-JUAN DE DIOS MALEBRAN,0,0,0,1,BICICLETA,0,0,0,1,1
-7858327.88865336,-3950791.63499117,290,"Hendaya & Napoleón, Las Condes, Región Metropolitana, Chile",-33.4170464,-70.5925605,1,2020,13,REGION METROPOLITANA,LAS CONDES,URBANA,NAPOLEON,HENDAYA,0,NAPOLEON-HENDAYA,0,0,0,0,BICICLETA,0,0,0,0,1
-7858304.34458105,-3976154.65761803,291,"Avenida Ejército Libertador & Genaro Prieto, Puente Alto, Región Metropolitana, Chile",-33.6070123,-70.592349,1,2020,13,REGION METROPOLITANA,PUENTE ALTO,URBANA,EJERCITO LIBERTADOR,GENARO PRIETO,0,GENARO PRIETO-EJERCITO LIBERTADOR,0,0,0,1,BICICLETA,0,0,0,1,1
-7858276.5703681,-3956109.04669328,292,"Brown Sur & Dublé Almeyda, Ñuñoa, Región Metropolitana, Chile",-33.4569077,-70.5920995,1,2020,13,REGION METROPOLITANA,ÑUÑOA,URBANA,DUBLE ALMEYDA,BROWN SUR,0,DUBLE ALMEYDA-BROWN SUR,0,1,0,1,BICICLETA,0,1,0,0,1
-7858258.50321475,-3952135.26764296,293,"Amapolas 1290, Providencia, Región Metropolitana, Chile",-33.4271205,-70.5919372,1,2020,13,REGION METROPOLITANA,PROVIDENCIA,URBANA,LAS AMAPOLAS, ,1290,"LAS AMAPOLAS  1290, PROVIDENCIA",0,2,0,0,BICICLETA,0,1,0,0,1
-7858224.23907547,-3962614.19444729,294,"Avenida Macul & Las Codornices, Macul, Región Metropolitana, Chile",-33.5056478,-70.5916294,1,2020,13,REGION METROPOLITANA,MACUL,URBANA,LAS CODORNICES,MACUL,0,MACUL-LAS CODORNICES,0,0,0,1,BICICLETA,0,0,0,1,1
-7858223.10361667,-3948840.86357926,295,"Alonso de Córdova 3894, Vitacura, Región Metropolitana, Chile",-33.4024181,-70.5916192,1,2020,13,REGION METROPOLITANA,VITACURA,URBANA,ALONSO DE CORDOVA, ,3894,"ALONSO DE CORDOVA  3894, VITACURA",0,1,0,0,BICICLETA,0,1,0,0,1
