X,Y,FID,Año,ClaseAccid,Cód_Comun,Comuna,Cód_Regi,Región,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Fallecidos,Graves,Menos_Grav,Leves,Tipo_Usuar,FallecidoB,GraveBici,MgraveBici,LeveBici,Accidentes
-7869437.51817478,-3953617.97793702,257,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131260099,CRNEL ROBLES, , ,1140,0,0,0,1,BICICLETA,0,0,0,1,1
-7869429.83712992,-3954451.08954663,258,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131260267,NVA IMPERIAL,131260031,APOSTOL SANTIAGO,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7869418.81650033,-3955758.57536104,259,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,LIBER BERNARDO O`HIGGINS,131060728,TORO MAZOTTE,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7869412.91656731,-3955557.50644991,260,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060163,ECUADOR, , ,4050,0,1,0,0,BICICLETA,0,1,0,0,1
-7869403.27629941,-3952878.92672919,261,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260099,CRNEL ROBLES,131260379,STO DOMINGO,0,0,0,1,0,BICICLETA,0,0,1,0,1
-7869330.01694252,-3957408.1661698,262,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060052,ARZ SUBERCASEAUX,131060707,STA TERESA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7869288.90665457,-3953205.37977099,263,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260241,MARTINEZ DE ROZAS,131260015,ALCERRECA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7869288.01609864,-3953051.57632879,264,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260023,ANDES,131260015,ALCERRECA,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7869280.33505378,-3972590.84798921,265,2018,1,13401,SAN BERNARDO,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,134010145,CALDERON DE LA BARCA,134010544,JUAN DE SAAVEDRA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7869278.66526142,-3952905.64503006,266,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260015,ALCERRECA,131260393,VARGAS FONTECILLA,0,0,0,0,2,BICICLETA,0,0,0,1,1
-7869265.97483947,-3958948.25991439,267,2018,1,13102,CERRILLOS,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020020,ALC CARLOS VALDOVINOS,131020397,PEDRO AGUIRRE CERDA,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7869186.15876457,-3951813.61974083,268,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260033,AUGUSTO MATTE,131260176,JUAN CASTELLON,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7869155.5459046,-3958797.04929738,269,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060544,PEDRO AGUIRRE CERDA,131060462,MANUEL CHACON,0,0,1,0,2,BICICLETA,0,1,0,1,2
-7869146.12827568,-3950361.25363412,270,2018,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131280526,MERCEDES BADILLA,131280333,JUAN MARIN,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7869113.02185912,-3961603.10916002,271,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131210217,FRATERNAL,131210026,2 PONIENTE,0,1,0,0,0,BICICLETA,1,0,0,0,1
-7869096.10129652,-3955636.89289519,272,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060515,NICASIO RETAMALES,131060407,LIBER BERNARDO O`HIGGINS,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7869095.21074059,-3956239.04681115,273,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060256,GRAL VELASQUEZ,131060011,5 DE ABRIL,0,0,0,1,0,BICICLETA,0,0,1,0,1
-7869092.65039229,-3956403.96746576,274,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060047,ARICA,131060256,GRAL VELASQUEZ,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7869057.02815525,-3952347.41476355,275,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131260217,LOPE DE ULLOA,131260154,GRAL NOVOA,0,0,0,1,0,BICICLETA,0,0,1,0,1
-7869009.49473267,-3953185.50392931,276,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131260241,MARTINEZ DE ROZAS,131260399,VILLASANA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868825.14965592,-3959465.03345534,277,2018,1,13102,CERRILLOS,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131020215,GRAL VELASQUEZ, , ,3187,0,0,0,1,BICICLETA,0,0,0,1,1
-7868755.28554351,-3961320.26995458,278,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210146,CENTRAL,131210440,PLANO REGULADOR,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868722.40176592,-3957435.17516284,279,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060044,ANTOFAGASTA,131060315,JOTABECHE,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868680.76827636,-3970859.00811215,280,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050390,LO MARTINEZ,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7868670.58254296,-3948482.35840147,281,2018,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280583,PDTE EDUARDO FREI MONTALVA,131280051,ANGOL,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7868657.05722483,-3968534.75374527,282,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050563,LUIS BARROS BORGONO,131050613,MICHIMALONGO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868640.86023891,-3956448.22691213,283,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131060529,PADRE ALBERTO HURTADO,131060412,LOGRONO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868617.98408356,-3955536.6926149,284,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,LIBER BERNARDO O`HIGGINS,131060066,BERNAL DEL MERCADO,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7868578.02038636,-3952896.97458119,285,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260231,MAPOCHO,131010175,DR GARCIA GUERRERO,0,0,1,0,1,BICICLETA,0,0,0,1,1
-7868567.51182643,-3967123.38406803,286,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050388,LO ESPEJO,131050108,CAPRICORNIO INT,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868509.22494105,-3970930.88458265,287,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050390,LO MARTINEZ,131050411,LOS ARCES,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7868475.27249635,-3948957.12745976,288,2018,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280731,SENADOR JAIME GUZMAN,131280103,BRAVO DE SARAVIA,0,0,0,0,1,BICICLETA,0,0,0,0,1
-7868460.80096255,-3968134.31165195,289,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131050859,VICTOR PLAZA MAYORGA,131050046,ANTONIO BORQUEZ DEL SOLAR,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868457.46137783,-3968115.87936173,290,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,3,TRAMO DE VIA CURVA VERTICAL,131050046,ANTONIO BORQUEZ DEL SOLAR, , ,9756,0,0,0,1,BICICLETA,0,0,0,1,1
-7868451.45012533,-3958980.8245073,291,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131210149,CERRILLOS,131210055,ALC CARLOS VALDOVINOS,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7868443.88039996,-3952922.45238024,292,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260231,MAPOCHO, , ,3550,0,0,0,1,BICICLETA,0,0,0,1,1
-7868403.91670277,-3951987.14710721,293,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131260069,CARRASCAL,131260066,CARLOS SAGE,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868377.53398345,-3950636.34324202,294,2018,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280058,ANTONIO MACEO,131280126,CAMILO VIAL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868371.63405043,-3952667.00996873,295,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131010014,AGUIRRE, , ,1261,0,0,0,0,BICICLETA,0,0,0,0,1
-7868364.84356149,-3970398.76883709,296,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050137,CLAUDIO ARRAU,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868347.03244296,-3953140.14978749,297,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131260241,MARTINEZ DE ROZAS,131010316,JUAN MIRANDA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868327.44021258,-3947684.94217281,298,2018,1,13104,CONCHALI,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131040103,BARON DE JURAS REALES,131040254,EL OLIVO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868319.87048722,-3952932.59015881,299,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131260231,MAPOCHO, , ,3466,0,0,0,2,BICICLETA,0,0,0,1,1
-7868298.60846448,-3961787.32946914,300,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131210418,PASEO GROHNERT, , ,5850,0,0,0,1,BICICLETA,0,0,0,1,1
-7868256.97497492,-3960324.99476156,301,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210362,MAIPU, , ,4031,0,1,0,0,BICICLETA,0,1,0,0,1
-7868227.25267088,-3953132.01273966,302,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260241,MARTINEZ DE ROZAS,131010464,PATRICIO LYNCH,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7868170.36841108,-3952840.01656306,303,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010407,MATUCANA, , ,1202,1,0,0,0,BICICLETA,1,0,0,0,1
-7868113.48415129,-3972194.80797387,304,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050391,LO MORENO, , ,728,0,0,0,1,BICICLETA,0,0,0,1,1
-7868088.77122433,-3953298.48987299,305,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010407,MATUCANA,131010587,SAN PABLO,0,0,0,0,0,BICICLETA,0,0,0,0,2
-7868024.9628922,-3921628.73346647,306,2018,1,13301,COLINA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133010688,SAN FRANCISCO, , ,10,0,0,0,1,BICICLETA,0,0,0,1,1
-7868010.73626127,-3954523.79788868,307,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010407,MATUCANA,131010424,MONEDA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867983.46298604,-3966195.20906014,308,2018,1,13109,LA CISTERNA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131090022,AMERICO VESPUCIO, , ,1313,0,1,0,0,BICICLETA,0,1,0,0,1
-7867976.6724971,-3952171.88125074,309,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260069,CARRASCAL,131010407,MATUCANA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867976.6724971,-3923025.36870173,310,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010294,GRAL SAN MARTIN, , ,481,0,0,0,1,BICICLETA,0,0,0,1,2
-7867950.40109726,-3953494.8505949,311,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131010560,ROSAS,131010120,CHACABUCO,0,0,0,0,2,BICICLETA,0,0,0,2,2
-7867941.94081597,-3957409.82086913,312,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010222,EXPOSICION,131010050,ANTOFAGASTA,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7867940.15970412,-3946428.22797733,313,2018,1,13104,CONCHALI,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131040225,DIEGO SILVA HENRIQUEZ,131040761,TUPUNGATO,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7867924.90893388,-3957462.66461776,314,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010222,EXPOSICION, , ,1478,0,0,0,1,BICICLETA,0,0,0,1,1
-7867850.99279199,-3950392.68716231,315,2018,1,13108,INDEPENDENCIA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131080117,DOMINGO SANTA MARIA,131080304,SALOMON SACK,0,0,0,0,2,BICICLETA,0,0,0,2,2
-7867830.62132518,-3929793.39611062,316,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010508,LOS INGLESES, , ,59,0,0,0,1,BICICLETA,0,0,0,1,1
-7867817.93090323,-3955279.05779554,317,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010222,EXPOSICION,0,0,0,0,2,BICICLETA,0,0,0,1,1
-7867781.41811025,-3922819.81022492,318,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010294,GRAL SAN MARTIN, , ,77,0,0,0,0,BICICLETA,0,0,0,0,1
-7867739.78462069,-3920731.03625678,319,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010022,ACONCAGUA, , ,287,0,0,0,1,BICICLETA,0,0,0,1,1
-7867692.25119811,-3972864.63663966,320,2018,1,13401,SAN BERNARDO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,134010680,LO BLANCO,134010861,PADRE HURTADO,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7867674.3287601,-3961079.56573359,321,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210154,CLOTARIO BLEST,131210173,DEPARTAMENTAL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867662.41757459,-3962493.66803072,322,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210156,CLUB HIPICO,131210428,PETROHUE,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867652.28750093,-3964686.38276864,323,2018,1,13109,LA CISTERNA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131090128,EL PARRON,131090185,JOSE JOAQUIN PRIETO VIAL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867608.984219,-3953467.90415734,324,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010560,ROSAS,131010215,ESPERANZA,0,0,0,0,0,BICICLETA,0,0,0,0,3
-7867568.78675088,-3955169.64144952,325,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010382,MAIPU,0,0,0,0,1,BICICLETA,0,0,0,1,3
-7867567.35072945,-3955172.72339803,326,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010076,BASCUNAN GUERRERO,0,0,1,0,4,BICICLETA,0,1,0,4,4
-7867542.74912199,-3955094.80772207,327,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS, , ,2963,0,0,0,2,BICICLETA,0,0,0,1,1
-7867503.67598072,-3948610.6994735,328,2018,1,13104,CONCHALI,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131040007,14 DE LA FAMA,131040382,LA ESTRELLA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867490.87423928,-3970676.51336089,329,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131050137,CLAUDIO ARRAU,131050427,LOS CASTANOS,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7867451.80109801,-3953455.23134948,330,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010560,ROSAS,131010343,LIBERTAD,0,0,0,0,1,BICICLETA,0,0,0,0,2
-7867438.22012013,-3922191.44910627,331,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010294,GRAL SAN MARTIN, , ,331,0,0,0,1,BICICLETA,0,0,0,1,1
-7867435.65977184,-3922208.74421586,332,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,133010294,GRAL SAN MARTIN, , ,301,0,0,0,0,BICICLETA,0,0,0,0,1
-7867421.29955754,-3955151.91025515,333,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010653,UNION AMERICANA,0,0,0,0,4,BICICLETA,0,0,0,4,2
-7867421.29955754,-3948450.42336338,334,2018,1,13104,CONCHALI,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131040700,ROMA, , ,2257,0,1,0,0,BICICLETA,0,1,0,0,1
-7867411.05816438,-3951267.17891221,335,2018,1,13108,INDEPENDENCIA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131080138,ENRIQUE SORO,131080154,GAMERO,0,0,0,0,1,BICICLETA,0,0,0,0,1
-7867391.49932984,-3922109.49724383,336,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,133010294,GRAL SAN MARTIN,133010131,CHACABUCO,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7867361.85494945,-3968852.25890319,337,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050563,LUIS BARROS BORGONO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867353.28334865,-3953444.9597154,338,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010560,ROSAS,131010525,RAFAEL SOTOMAYOR,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867339.70237078,-3951540.46279111,339,2018,1,13108,INDEPENDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131080274,PDTE EDUARDO FREI MONTALVA, , ,633,0,0,0,1,BICICLETA,0,0,0,1,1
-7867329.57229712,-3922005.19570737,340,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,133010294,GRAL SAN MARTIN,133010064,BUDI,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867301.51978544,-3971310.04705736,341,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS, , ,11664,0,0,0,0,BICICLETA,0,0,0,0,1
-7867271.7974814,-3971049.12101496,342,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050497,LOS MORROS,131050184,EL LIBERTADOR,0,0,0,1,0,BICICLETA,0,0,1,0,1
-7867255.65615522,-3955098.30324288,343,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010342,LIBER BERNARDO O`HIGGINS,131010343,LIBERTAD,0,0,0,0,0,BICICLETA,0,0,0,0,2
-7867253.09580694,-3953437.88963489,344,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131010560,ROSAS,131010154,CUETO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867240.40538499,-3968676.87529386,345,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050416,LOS AVIADORES,0,0,0,0,2,BICICLETA,0,0,0,1,1
-7867199.12811781,-3957085.79788948,346,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131010188,EJERCITO LIBERTADOR,131010076,BASCUNAN GUERRERO,0,0,0,0,1,BICICLETA,0,0,0,0,1
-7867149.45736101,-3970474.24949137,347,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS,131050740,RAFAEL MALUENDA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867140.10652378,-3948623.90035012,348,2018,1,13108,INDEPENDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131080144,FERMIN VIVACETA,131080330,TACORA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867133.91716009,-3970384.00674916,349,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS, , ,1170,0,0,0,1,BICICLETA,0,0,0,1,1
-7867115.50491633,-3959708.88064462,350,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210255,JOSE BACKAUSE,131210154,CLOTARIO BLEST,0,0,0,2,0,BICICLETA,0,0,1,0,1
-7867101.92393845,-3952818.14049006,351,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010392,MAPOCHO,131010260,GRAL BULNES,0,0,1,1,0,BICICLETA,0,1,1,0,2
-7867048.37926337,-3970022.17450876,352,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS,131050167,DIEGO PORTALES,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7867039.13974563,-3969976.88783154,353,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS, , ,11351,0,0,0,1,BICICLETA,0,0,0,1,1
-7866961.77269954,-3969744.44573718,354,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131050497,LOS MORROS,131050029,ALFALFAL,0,0,0,0,1,BICICLETA,0,0,0,0,2
-7866945.85401235,-3956231.65479153,355,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010089,BLANCO ENCALADA,131010213,ESPANA,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7866944.01724075,-3964993.04619948,356,2018,1,13109,LA CISTERNA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131090128,EL PARRON,131090101,COLON,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7866922.69955826,-3969555.42300366,357,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131050266,JORGE LUCO,131050497,LOS MORROS,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7866911.96835936,-3971478.91063604,358,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131050390,LO MARTINEZ,131050681,PSJE 10,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7866884.51697292,-3952398.7681561,359,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010543,RICARDO CUMMING,131010470,PDTE BALMACEDA,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7866866.70585439,-3970537.43987024,360,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050810,STA ELENA,131050486,LOS LITRES,0,0,0,0,1,BICICLETA,0,0,0,1,1
