X,Y,FID,Año,ClaseAccid,Cód_Comun,Comuna,Cód_Regi,Región,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Fallecidos,Graves,Menos_Grav,Leves,Tipo_Usuar,FallecidoB,GraveBici,MgraveBici,LeveBici,Accidentes
-7890735.38579233,-3933647.90331933,1,2018,1,13302,LAMPA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133020022,ARTURO PRAT, , ,250,0,0,0,1,BICICLETA,0,0,0,0,1
-7889760.59440731,-3946533.50889241,2,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131240151,CAMINO LUIS CRUZ MARTINEZ,131241215,SAN FRANCISCO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7889393.54065031,-3933061.16988812,3,2018,1,13302,LAMPA,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,133020209,PEDRO AGUIRRE CERDA,133020028,BARROS LUCO,0,1,0,0,0,BICICLETA,1,0,0,0,1
-7887750.60968154,-3934123.1578072,4,2018,1,13302,LAMPA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,133020149,LAS HIGUERAS,133020048,CAMINO LO ECHEVERS,0,1,0,0,0,BICICLETA,1,0,0,0,1
-7885848.91655642,-3946519.23052054,5,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241255,SIMON BOLIVAR,131240132,CAMINO A LAMPA,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7884160.07742964,-3963481.22602349,6,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA,131191728,LAS CATALPAS,0,0,0,1,0,BICICLETA,0,0,1,0,1
-7883945.23081241,-3972051.03972721,7,2018,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,136040019,CAMINO A MELIPILLA, , ,3295,0,0,0,1,BICICLETA,0,0,0,1,1
-7883164.51382763,-3971146.67700416,8,2018,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,136040114,SIN NOMBRE, , ,8,0,0,0,1,BICICLETA,0,0,0,1,1
-7882188.94320617,-3971170.43151811,9,2018,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,136040028,EL MANZANO, , ,567,0,0,0,1,BICICLETA,0,0,0,0,1
-7882059.81259684,-3971293.74735703,10,2018,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,12,CRUCE CON SEMAFORO APAGADO,136040098,PRIMERA TRANSVERSAL,136040028,EL MANZANO,0,0,0,1,0,BICICLETA,0,0,1,0,1
-7881633.34762761,-3970884.65914316,11,2018,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,136040098,PRIMERA TRANSVERSAL,136040114,SIN NOMBRE,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7881105.24796329,-3963146.6457519,12,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131191499,JOSE MANUEL BORGONO,131190217,ARSENALES DE GUERRA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7880989.69833185,-3970233.64827804,13,2018,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,136040098,PRIMERA TRANSVERSAL,136040120,TERCERA AVENIDA,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7880965.09672438,-3962500.87715188,14,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131191824,LIBER BERNARDO O`HIGGINS,131191627,LA GALAXIA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7880924.24247126,-3969069.72225123,15,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190392,CAMINO A MELIPILLA,131192467,PARQUE CENTRAL PONIENTE,0,0,0,0,2,BICICLETA,0,0,0,1,1
-7880808.80415931,-3963661.07026144,16,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190053,AGUA SANTA,131191627,LA GALAXIA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7880757.81983253,-3942797.64128007,17,2018,1,13125,QUILICURA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250072,CAMINO LO ECHEVERS, , ,4900,0,0,0,1,BICICLETA,0,0,0,1,1
-7880569.04424003,-3970442.41396228,18,2018,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,136040115,SIN NOMBRE, , ,2,0,0,0,1,BICICLETA,0,0,0,1,1
-7880483.52860721,-3969571.7202481,19,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131190262,BAMBU 1, , ,522,0,0,0,1,BICICLETA,0,0,0,1,1
-7880454.58553961,-3968694.23988877,20,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131190392,CAMINO A MELIPILLA, , ,18300,0,1,0,0,BICICLETA,0,1,0,0,1
-7880452.91574725,-3964420.93305995,21,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190024,4 PONIENTE,131192605,PORTALES,0,0,0,0,2,BICICLETA,0,0,0,2,2
-7880438.44421344,-3962351.62256094,22,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131191824,LIBER BERNARDO O`HIGGINS,131190024,4 PONIENTE,0,0,0,0,2,BICICLETA,0,0,0,2,1
-7880333.13597515,-3962896.58470147,23,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190024,4 PONIENTE,131193176,VICARIA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7880131.8703358,-3962947.98495598,24,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131193176,VICARIA,131192696,QUINTA VERGARA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7879921.25385922,-3964791.73648204,25,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192995,SUR,131191757,LAS NACIONES,0,0,0,1,0,BICICLETA,0,0,1,0,1
-7879621.4704705,-3964283.93776002,26,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192605,PORTALES, , ,1781,0,0,0,1,BICICLETA,0,0,0,1,1
-7879467.5490106,-3966944.56768654,27,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131192755,RENE OLIVARES BECERRA,131192911,SERRANO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7879357.30931885,-3962900.58990789,28,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA,131191044,ESC MILITAR,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7879156.04367951,-3962232.54067432,29,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131191824,LIBER BERNARDO O`HIGGINS,131190018,3 PONIENTE,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7879116.97053823,-3964759.68962341,30,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192995,SUR,131190018,3 PONIENTE,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878974.25895104,-3963062.66842608,31,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190394,CAMINO A RINCONADA,131190018,3 PONIENTE,0,0,0,0,2,BICICLETA,0,0,0,2,2
-7878941.19706227,-3967025.62168789,32,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131191160,FOGONERO URRA,131191240,GLORIAS NAVALES,0,0,0,1,0,BICICLETA,0,0,1,0,1
-7878833.32847569,-3951954.06866919,33,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131241205,SALAR DE ATACAMA, , ,1341,0,1,0,0,BICICLETA,0,1,0,0,1
-7878724.56933319,-3965923.18111458,34,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190018,3 PONIENTE,131192500,PDTE ARTURO ALESSANDRI PALMA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878699.07716979,-3963089.10319414,35,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190394,CAMINO A RINCONADA,131190950,EL OLIMPO,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7878690.61688849,-3965127.43267079,36,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190950,EL OLIMPO,131192375,NVA SAN MARTIN,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878686.38674785,-3964933.41136845,37,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190130,ANA MARIA,131190950,EL OLIMPO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878685.49619192,-3963903.00322985,38,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190950,EL OLIMPO,131191782,LAS TINAJAS,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7878683.82639956,-3964728.57754989,39,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190950,EL OLIMPO,131192995,SUR,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7878683.04716313,-3952158.67632967,40,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241174,RIO ITATA,131240794,LOS MAITENES,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878441.81782657,-3962213.58380559,41,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010423,MIRAFLORES,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878423.06049237,-3964720.84627938,42,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131192995,SUR,131191972,LOS ESPANOLES,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878379.8128702,-3967266.55669805,43,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131191450,JACQUES COSTEAU,131192191,MAR EGEO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878176.766119,-3964709.75011262,44,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192995,SUR,131190730,DEL REY,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878121.55165157,-3966629.77264435,45,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131190018,3 PONIENTE,131191137,FERROCARRIL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7878030.71494707,-3963042.77563546,46,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131190394,CAMINO A RINCONADA,131190713,DE LA VICTORIA,0,0,1,0,1,BICICLETA,0,1,0,1,2
-7878012.90382854,-3964697.06497717,47,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131192995,SUR,131191907,LOS ARTILLEROS,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7877802.28735197,-3963097.78128774,48,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190394,CAMINO A RINCONADA,131192767,REPUBLICA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7877784.47623343,-3960523.47699135,49,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131191672,LA SINFONIA,131193020,TEATRO ALAMEDA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7877752.97281754,-3965208.48727034,50,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131192375,NVA SAN MARTIN,131191963,LOS DIAMANTES,0,0,0,0,2,BICICLETA,0,0,0,1,1
-7877727.48065416,-3952761.04946989,51,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241018,PATRICIO EDWARDS,131241285,STA MARTA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7877716.46002456,-3952377.96000075,52,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241214,SAN DANIEL,131240117,BRAVO LUCO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7877537.23564439,-3950752.37174832,53,2018,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131030430,MAR DE CHILE,131030391,LOS PELICANOS,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7877518.64528943,-3963158.39461565,54,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190394,CAMINO A RINCONADA,131192883,SAN MARTIN,0,0,0,0,1,BICICLETA,0,0,0,1,2
-7877376.84652206,-3946719.1826555,55,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131240150,CAMINO LO BOZA, , ,100,0,0,1,0,BICICLETA,0,0,1,0,1
-7877296.11762733,-3970665.82561722,56,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190390,CAMINO A LONQUEN, , ,15170,0,0,0,1,BICICLETA,0,0,0,1,1
-7877207.77447944,-3961677.59788788,57,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190191,ARGENTINA,131191336,HNOS CARRERA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876944.45935592,-3962599.66926533,58,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131191825,LIBERTAD, , ,176,0,1,0,0,BICICLETA,0,1,0,0,1
-7876831.69271174,-3963445.36432244,59,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131192874,SAN JOSE,131190480,CARMEN LUISA CORREA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876830.57951683,-3965695.29420245,60,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190392,CAMINO A MELIPILLA,131192973,STA MARTA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876778.03671718,-3952855.22312595,61,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131241344,VICTORIA PONIENTE,131240408,FORESTALES,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7876738.96357591,-3953784.46205984,62,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241343,VICTORIA,131240035,ALMENDRAL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876692.20938978,-3961312.23394084,63,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131191001,ELENA REVUELTA,131192034,LOS PAJARITOS,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876690.53959742,-3961899.99898955,64,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190518,CENTRAL GONZALO PEREZ LLONA,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7876678.6284119,-3963269.3418612,65,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192034,LOS PAJARITOS,131190025,5 DE ABRIL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876677.84917546,-3963065.20509311,66,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190541,CHACABUCO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876675.87882048,-3961671.27033212,67,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190191,ARGENTINA,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7876675.28882718,-3962900.58990789,68,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131191257,GRAL ORDONEZ,131192034,LOS PAJARITOS,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876674.39827125,-3961340.80052665,69,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192034,LOS PAJARITOS,131192710,RAFAEL RIESCO BERNALES,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876661.7078493,-3963635.03473072,70,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190287,BELARMINO OSORIO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876660.81729338,-3965245.07552963,71,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192034,LOS PAJARITOS,131192375,NVA SAN MARTIN,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876659.92673744,-3961042.45672228,72,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190408,CAMINO LA FARFANA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876637.75189488,-3958916.18921847,73,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190124,AMERICO VESPUCIO,131190382,CALLEJON DE LOS PERROS,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7876602.20758147,-3961017.3614872,74,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190241,AUTOPISTA EL SOL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876578.44087019,-3958928.37420399,75,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190124,AMERICO VESPUCIO, , ,1097,0,0,0,1,BICICLETA,0,0,0,1,1
-7876508.75486895,-3959071.44531207,76,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190124,AMERICO VESPUCIO,131192963,STA ELENA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876483.26270555,-3956455.87259187,77,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240642,LAGUNA SUR,131241261,SIRIUS,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7876475.69298019,-3963260.66363874,78,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190025,5 DE ABRIL,131190067,ALBERTO LLONA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876458.33827157,-3965447.83534225,79,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131190392,CAMINO A MELIPILLA,131192034,LOS PAJARITOS,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876367.8243936,-3951526.72508735,80,2018,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131030428,MAPOCHO SUR,131030170,EL PASTIZAL,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7876319.40041511,-3954831.71277518,81,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240564,LA ESTRELLA,131240230,CORONA SUECA,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7876289.67811107,-3951510.45326516,82,2018,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131030428,MAPOCHO SUR,131030135,DIAG RENY,0,0,0,1,1,BICICLETA,0,0,1,0,1
-7876228.56371062,-3943603.9846731,83,2018,1,13125,QUILICURA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131250666,SAN LUIS,131250482,MANUEL ANTONIO MATTA,0,0,0,0,2,BICICLETA,0,0,0,1,1
-7876214.87141325,-3965301.69408639,84,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131190392,CAMINO A MELIPILLA, , ,11820,0,1,0,0,BICICLETA,0,1,0,0,1
-7876203.85078367,-3963247.98009452,85,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131190025,5 DE ABRIL,131192617,PRIMERA TRANSVERSAL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876101.10289366,-3959957.27105528,86,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131191652,LA OPERA,131190124,AMERICO VESPUCIO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876084.9615675,-3950751.30481425,87,2018,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131030592,SALVADOR GUTIERREZ,131030068,BRAGANZA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7876060.35996003,-3959371.33984396,88,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190124,AMERICO VESPUCIO, , ,399,0,1,0,0,BICICLETA,0,1,0,0,2
-7876047.66953808,-3961644.35823494,89,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192617,PRIMERA TRANSVERSAL,131190898,EL GRECO,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7875982.21367749,-3953040.90487346,90,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240564,LA ESTRELLA,131240563,LA ESPUELA,0,0,0,0,0,BICICLETA,0,0,0,0,1
-7875971.19304791,-3957584.36629047,91,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131191878,LONGITUDINAL,131191390,ING ROBERTO LLONA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7875870.11495026,-3962051.65069454,92,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192509,PDTE GERMAN RIESCO,131191256,GRAL MANUEL BAQUEDANO,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7875864.99425368,-3954796.62500666,93,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240230,CORONA SUECA,131240353,EL SALITRE,0,0,1,0,0,BICICLETA,0,1,0,0,1
-7875840.38151427,-3960091.25193534,94,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192034,LOS PAJARITOS,131190124,AMERICO VESPUCIO,0,0,1,0,1,BICICLETA,0,1,0,0,1
-7875799.6497126,-3988089.98739601,95,2018,1,13401,SAN BERNARDO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,134010173,CAMINO EL ROMERAL, , ,4,0,0,0,0,BICICLETA,0,0,0,0,1
-7875782.6178305,-3962699.53026008,96,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131192513,PDTE KENNEDY,131190005,1 SUR,0,0,0,0,2,BICICLETA,0,0,0,1,1
-7875763.80483656,-3943700.44309053,97,2018,1,13125,QUILICURA,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131250482,MANUEL ANTONIO MATTA,131250716,VILLARRICA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7875713.02088486,-3948012.38219657,98,2018,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280804,VICUNA MACKENNA,131280198,COST NORTE,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7875650.14763647,-3945326.68192381,99,2018,1,13125,QUILICURA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250022,AMERICO VESPUCIO,131250072,CAMINO LO ECHEVERS,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7875643.70223794,-3942472.77403815,100,2018,1,13125,QUILICURA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250649,RIGOBERTO JARA,131250666,SAN LUIS,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7875621.31588835,-3942469.78875616,101,2018,1,13125,QUILICURA,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131250393,LOS APENINOS,131250649,RIGOBERTO JARA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7875593.26337666,-3957384.86696067,102,2018,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240882,MAR DE DRAKE,131240797,LOS MARES,0,0,0,0,1,BICICLETA,0,0,0,1,1
-7875491.2947231,-3961021.49952753,103,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131192619,PRIMO DE RIVERA,131190124,AMERICO VESPUCIO,0,0,0,0,4,BICICLETA,0,0,0,3,3
-7875464.13276734,-3959641.61194076,104,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192034,LOS PAJARITOS,131191480,JORGE DELANO,0,1,0,0,0,BICICLETA,1,0,0,0,1
-7875461.57241906,-3957879.68499364,105,2018,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190875,EL DESCANSO, , ,470,0,0,0,1,BICICLETA,0,0,0,1,1
