X,Y,FID,Año,Claseaccid,Cód_Comun,Comuna,Cód_Regi,Región,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,COd_Calle_,Calle_Dos,Número,Intersecci,Fallecidos,Graves,Menos_Grav,Leves,Tipo_Usuar,FallecidoB,GraveBici,MgraveBici,LeveBici,Accidentes
-7863972.68787547,-3956301.63630294,606,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131010629,STA ROSA,131010385,MANUEL ANTONIO MATTA,0,MANUEL ANTONIO MATTA - STA ROSA,0,1,0,0,BICICLETA,0,1,0,0,1
-7863960.74460537,-3949282.76076276,607,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,RECOLETA,131270506,LIRCAY,0,LIRCAY - RECOLETA,0,0,0,2,BICICLETA,0,0,0,0,1
-7863957.50227569,-3976544.2061901,608,2017,1,13112,LA PINTANA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131120432,LOS GRANADOS,131120082,CAMINO EL MARISCAL,0,CAMINO EL MARISCAL - LOS GRANADOS,0,0,0,1,BICICLETA,0,0,0,0,1
-7863955.76973617,-3949163.78383971,609,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131270739,RECOLETA,131270247,EL ROBLE,0,EL ROBLE - RECOLETA,0,1,0,1,BICICLETA,0,0,0,0,1
-7863953.73756121,-3951998.51553579,610,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131270604,MONTEVIDEO,131270219,DOMINICA,0,DOMINICA - MONTEVIDEO,0,0,0,0,BICICLETA,0,0,0,0,1
-7863943.58529608,-3956586.34321735,611,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131010629,STA ROSA,131010041,AMAZONAS,0,AMAZONAS - STA ROSA,0,1,0,0,BICICLETA,0,1,0,0,1
-7863913.01197023,-3965787.46805503,612,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131310164,JUAN LUIS SANFUENTES,131310328,RIVADAVIA,0,JUAN LUIS SANFUENTES - RIVADAVIA,0,0,0,1,BICICLETA,0,0,0,0,1
-7863891.87060315,-3968264.95466017,613,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131310036,ALPATACAL,131310187,LIBERTAD,0,ALPATACAL - LIBERTAD,0,1,0,0,BICICLETA,0,1,0,0,1
-7863880.49196514,-3947311.56800794,614,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131270544,LOS ZAPADORES,131270739,RECOLETA,0,LOS ZAPADORES - RECOLETA,0,0,0,1,BICICLETA,0,0,0,0,1
-7863861.34613199,-3957739.19799444,615,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010437,NUBLE,131010629,STA ROSA,0,NUBLE - STA ROSA,0,0,0,0,BICICLETA,0,0,0,0,1
-7863861.17644203,-3954856.3299589,616,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131010106,CARMEN,131010398,MARIN,0,CARMEN - MARIN,0,0,0,1,BICICLETA,0,0,0,0,1
-7863841.71005003,-3948883.28057416,617,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131270403,INOCENCIA,131270650,PARQUE CENTRAL,0,INOCENCIA - PARQUE CENTRAL,0,0,0,1,BICICLETA,0,0,0,0,1
-7863833.2163416,-3958708.31245275,618,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010629,STA ROSA,131010615,STA ELENA,0,STA ELENA - STA ROSA,0,0,0,0,BICICLETA,0,0,0,0,1
-7863827.73100094,-3952549.1587209,619,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270825,STA FILOMENA,131270513,LORETO,0,LORETO - STA FILOMENA,0,0,0,3,BICICLETA,0,0,0,0,3
-7863797.49244984,-3953971.20856179,620,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010666,VICTORIA SUBERCASEAUX,0,LIBER BERNARDO O`HIGGINS - VICTORIA SUBERCASEAUX,0,0,0,0,BICICLETA,0,0,0,0,1
-7863773.85859251,-3965522.26769609,621,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131310117,ELIAS FERNANDEZ ALBANO,131310328,RIVADAVIA,0,ELIAS FERNANDEZ ALBANO - RIVADAVIA,0,0,0,1,BICICLETA,0,0,0,0,1
-7863734.31402365,-3953795.70315455,622,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010314,JOSE VICTORINO LASTARRIA,0, ,61,JOSE VICTORINO LASTARRIA  61,0,0,0,1,BICICLETA,0,0,0,0,1
-7863725.93384231,-3954826.78893902,623,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131010387,MANUEL ANTONIO TOCORNAL,131010398,MARIN,0,MANUEL ANTONIO TOCORNAL - MARIN,0,0,0,0,BICICLETA,0,0,0,0,1
-7863725.16778473,-3949271.77376887,624,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131270190,CRNEL DEL CANTO,131270506,LIRCAY,0,CRNEL DEL CANTO - LIRCAY,1,0,0,0,BICICLETA,1,0,0,0,1
-7863700.42328406,-3944876.54852553,625,2017,1,13107,HUECHURABA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131070129,GUILLERMO SUBIABRE,131070365,RECOLETA,0,GUILLERMO SUBIABRE - RECOLETA,0,1,0,0,BICICLETA,0,1,0,0,1
-7863670.50589251,-3953881.19051219,626,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010342,LIBER BERNARDO O`HIGGINS,131010494,PORTUGAL,0,LIBER BERNARDO O`HIGGINS - PORTUGAL,0,1,0,0,BICICLETA,0,1,0,0,1
-7863670.42360039,-3947564.18462965,627,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131270100,BISMUTO,131270332,HERNAN MERY,0,BISMUTO - HERNAN MERY,0,0,0,1,BICICLETA,0,0,0,0,1
-7863644.72493156,-3955121.79398259,628,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131010387,MANUEL ANTONIO TOCORNAL,131010621,STA ISABEL,0,MANUEL ANTONIO TOCORNAL - STA ISABEL,0,1,0,0,BICICLETA,0,1,0,0,1
-7863628.10592712,-3955870.32992611,629,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131010106,CARMEN,131010143,COQUIMBO,0,CARMEN - COQUIMBO,0,0,0,0,BICICLETA,0,0,0,0,1
-7863604.90004889,-3960968.23903382,630,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131310349,STA ROSA,131310042,AMERICO VESPUCIO,0,AMERICO VESPUCIO - STA ROSA,0,0,0,0,BICICLETA,0,0,0,0,2
-7863587.02213515,-3953094.48454239,631,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131270094,BELLAVISTA,0, ,151,BELLAVISTA  151,0,1,0,0,BICICLETA,0,1,0,0,1
-7863540.70208135,-3961989.33437532,632,2017,1,13130,SAN MIGUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131300282,STA ROSA,131300300,URETA COX,0,STA ROSA - URETA COX,0,0,0,1,BICICLETA,0,0,0,0,1
-7863537.19555589,-3954017.85068847,633,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131010494,PORTUGAL,131010103,CARABS DE CHILE,0,CARABS DE CHILE - PORTUGAL,0,0,0,0,BICICLETA,0,0,0,0,1
-7863514.18579722,-3945977.61189493,634,2017,1,13107,HUECHURABA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131070365,RECOLETA,0, ,4421,RECOLETA  4421,0,0,0,1,BICICLETA,0,0,0,0,1
-7863511.01554822,-3956398.9927121,635,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010659,VENTURA LAVALLE,131010106,CARMEN,0,CARMEN - VENTURA LAVALLE,0,0,0,1,BICICLETA,0,0,0,0,1
-7863503.68834566,-3949365.68042716,636,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,RECOLETA,131270233,EINSTEIN,0,EINSTEIN - RECOLETA,0,0,0,2,BICICLETA,0,0,0,0,1
-7863484.50647217,-3954093.00041826,637,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010494,PORTUGAL,131010395,MARCOLETA,0,MARCOLETA - PORTUGAL,0,0,0,4,BICICLETA,0,0,0,0,3
-7863440.21739198,-3962794.81707737,638,2017,1,13129,SAN JOAQUIN,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131290160,DEPARTAMENTAL,131290600,STA ROSA,0,DEPARTAMENTAL - STA ROSA,0,0,0,1,BICICLETA,0,0,0,0,1
-7863420.07634473,-3964522.90611796,639,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131270032,ALBERTO BLEST GANA,131270544,LOS ZAPADORES,0,ALBERTO BLEST GANA - LOS ZAPADORES,0,0,0,1,BICICLETA,0,0,0,0,1
-7863391.3002308,-3953129.51826395,640,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131270094,BELLAVISTA,0, ,97,BELLAVISTA  97,0,0,0,1,BICICLETA,0,0,0,0,1
-7863350.82441944,-3943900.46653229,641,2017,1,13107,HUECHURABA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131070365,RECOLETA,131070175,LAS FRUTILLAS,0,LAS FRUTILLAS - RECOLETA,0,0,0,0,BICICLETA,0,0,0,0,1
-7863347.54254549,-3953437.34343472,642,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010416,MERCED,131010152,CRNEL SANTIAGO BUERAS,0,CRNEL SANTIAGO BUERAS - MERCED,0,0,0,2,BICICLETA,0,0,0,0,1
-7863333.46538656,-3960405.39841138,643,2017,1,13129,SAN JOAQUIN,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131290012,ALC PEDRO ALARCON,0, ,556,ALC PEDRO ALARCON  556,0,0,0,1,BICICLETA,0,0,0,0,1
-7863286.79223748,-3952517.16624988,644,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131270267,ERNESTO PINTO LAGARRIGUE,131270219,DOMINICA,0,DOMINICA - ERNESTO PINTO LAGARRIGUE,0,0,0,1,BICICLETA,0,0,0,0,1
-7863268.70238648,-3956122.83395305,645,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010385,MANUEL ANTONIO MATTA,131010609,SIERRA BELLA,0,MANUEL ANTONIO MATTA - SIERRA BELLA,0,0,0,1,BICICLETA,0,0,0,0,1
-7863261.99557842,-3954460.92793311,646,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010494,PORTUGAL,131010159,CURICO,0,CURICO - PORTUGAL,0,0,1,2,BICICLETA,0,0,1,0,3
-7863254.92035794,-3969013.40813477,647,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131310124,ESPERANZA,131310264,PEDRO AGUIRRE CERDA,0,ESPERANZA - PEDRO AGUIRRE CERDA,0,0,0,2,BICICLETA,0,0,0,0,2
-7863247.99860927,-3967760.35560538,648,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131310263,PEDRO AGUIRRE CERDA,131310058,BARCELO LIRA,0,BARCELO LIRA - PEDRO AGUIRRE CERDA,0,0,0,1,BICICLETA,0,0,0,0,1
-7863243.47904976,-3954131.44504262,649,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,6,TUNEL,131230035,ANDRES BELLO,131230516,VICUNA MACKENNA,0,ANDRES BELLO - VICUNA MACKENNA,0,1,0,1,BICICLETA,0,1,0,0,3
-7863233.7386457,-3949954.599214,650,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131270862,UNION,131270248,EL SALTO,0,EL SALTO - UNION,0,0,0,1,BICICLETA,0,0,0,0,1
-7863223.30626699,-3954542.53012651,651,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010494,PORTUGAL,131010268,GRAL JOFRE,0,GRAL JOFRE - PORTUGAL,0,0,0,0,BICICLETA,0,0,0,0,1
-7863214.04950434,-3947927.31532261,652,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131270578,MARIA DEL PILAR,131270638,ORTIZ DE ROZAS,0,MARIA DEL PILAR - ORTIZ DE ROZAS,0,0,0,1,BICICLETA,0,0,0,0,1
-7863196.0995099,-3964691.80720338,653,2017,1,13111,LA GRANJA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131110612,STA ROSA,131110149,CENTRAL,0,CENTRAL - STA ROSA,0,0,0,1,BICICLETA,0,0,0,0,1
-7863191.96127729,-3959518.48142283,654,2017,1,13129,SAN JOAQUIN,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131290011,ALC CARLOS VALDOVINOS,131290631,VENECIA,0,ALC CARLOS VALDOVINOS - VENECIA,0,0,0,1,BICICLETA,0,0,0,0,1
-7863159.10149182,-3954669.20831158,655,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010494,PORTUGAL,131010398,MARIN,0,MARIN - PORTUGAL,0,0,0,1,BICICLETA,0,0,0,0,1
-7863155.29172691,-3956317.69073802,656,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010660,VENTURA LAVALLE,131010254,GORBEA,0,GORBEA - VENTURA LAVALLE,0,1,0,0,BICICLETA,0,1,0,0,1
-7863144.71638816,-3952916.18291515,657,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131230172,EL CERRO,131230429,PIO NONO,0,EL CERRO - PIO NONO,0,0,0,1,BICICLETA,0,0,0,0,1
-7863095.05499383,-3953278.11887713,658,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230489,STA MARIA,0, ,26,STA MARIA  26,0,0,0,1,BICICLETA,0,0,0,0,1
-7863093.31724848,-3958291.73995764,659,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010086,BIO BIO,131010106,CARMEN,0,BIO BIO - CARMEN,0,1,0,1,BICICLETA,0,1,0,0,1
-7863087.56410803,-3953428.22290982,660,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230437,PROVIDENCIA,131230516,VICUNA MACKENNA,0,PROVIDENCIA - VICUNA MACKENNA,0,0,0,2,BICICLETA,0,0,0,0,3
-7863085.27804886,-3954950.17573741,661,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010621,STA ISABEL,131010494,PORTUGAL,0,PORTUGAL - STA ISABEL,0,0,0,1,BICICLETA,0,0,0,0,1
-7863028.44842993,-3966251.92079258,662,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131310349,STA ROSA,131310050,ARGENTINA,0,ARGENTINA - STA ROSA,0,0,0,2,BICICLETA,0,0,0,0,2
-7863005.88987636,-3953784.1285784,663,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010667,VICUNA MACKENNA,0, ,45,VICUNA MACKENNA  45,0,0,0,1,BICICLETA,0,0,0,0,1
-7862966.66086076,-3966654.33249112,664,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131310349,STA ROSA,0, ,8210,STA ROSA  8210,0,0,0,1,BICICLETA,0,0,0,0,1
-7862936.31518975,-3955788.86271855,665,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010494,PORTUGAL,0, ,941,PORTUGAL  941,0,1,0,0,BICICLETA,0,1,0,0,1
-7862934.32255907,-3954030.08391366,666,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131010667,VICUNA MACKENNA,131010263,GRAL GANA,0,GRAL GANA - VICUNA MACKENNA,0,0,0,0,BICICLETA,0,0,0,0,1
-7862929.38463122,-3954102.02476767,667,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230516,VICUNA MACKENNA,131230450,RANCAGUA,0,RANCAGUA - VICUNA MACKENNA,0,1,0,0,BICICLETA,0,1,0,0,1
-7862918.54860064,-3954601.45625671,668,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010268,GRAL JOFRE,131010398,MARIN,0,GRAL JOFRE - MARIN,0,1,0,0,BICICLETA,0,1,0,0,1
-7862917.50663418,-3969366.56912231,669,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131310339,SGTO CANDELARIA,131310185,LAUTARO,0,LAUTARO - SGTO CANDELARIA,0,0,0,1,BICICLETA,0,0,0,0,1
-7862889.53872501,-3955882.49731386,670,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010495,PORVENIR,131010494,PORTUGAL,0,PORTUGAL - PORVENIR,0,0,0,0,BICICLETA,0,0,0,0,1
-7862889.0600892,-3955940.60783323,671,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010494,PORTUGAL,0, ,1055,PORTUGAL  1055,0,0,0,1,BICICLETA,0,0,0,0,1
-7862871.53777353,-3947621.28984291,672,2017,1,13127,RECOLETA,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131270544,LOS ZAPADORES,131270579,MARIA EUGENIA,0,LOS ZAPADORES - MARIA EUGENIA,0,0,0,1,BICICLETA,0,0,0,0,1
-7862860.17935816,-3956017.38661343,673,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010385,MANUEL ANTONIO MATTA,131010494,PORTUGAL,0,MANUEL ANTONIO MATTA - PORTUGAL,0,0,0,1,BICICLETA,0,0,0,0,2
-7862851.72349209,-3963499.90464515,674,2017,1,13129,SAN JOAQUIN,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290600,STA ROSA,131290625,VARAS MENA,0,STA ROSA - VARAS MENA,0,1,0,0,BICICLETA,0,1,0,0,1
-7862851.59464784,-3953441.07190498,675,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230221,GRAL BUSTAMANTE,131230437,PROVIDENCIA,0,GRAL BUSTAMANTE - PROVIDENCIA,0,0,0,1,BICICLETA,0,0,0,0,1
-7862848.20655499,-3958718.05777626,676,2017,1,13129,SAN JOAQUIN,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131290454,PINTOR CICARELLI,131290611,TOCORNAL,0,PINTOR CICARELLI - TOCORNAL,0,0,0,1,BICICLETA,0,0,0,0,1
-7862824.29108239,-3968449.90323857,677,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131310349,STA ROSA,131310036,ALPATACAL,0,ALPATACAL - STA ROSA,0,0,0,1,BICICLETA,0,0,0,0,1
-7862797.07411387,-3956017.18058333,678,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010385,MANUEL ANTONIO MATTA,131010459,PADRE ORELLANA,0,MANUEL ANTONIO MATTA - PADRE ORELLANA,0,1,0,0,BICICLETA,0,1,0,0,1
-7862769.59194847,-3967691.9714704,679,2017,1,13111,LA GRANJA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131110612,STA ROSA,131110089,AMERICO VESPUCIO,0,AMERICO VESPUCIO - STA ROSA,0,1,0,0,BICICLETA,0,1,0,0,1
-7862761.14289003,-3954128.7769259,680,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230447,RAMON CARNICER,131230221,GRAL BUSTAMANTE,0,GRAL BUSTAMANTE - RAMON CARNICER,0,0,0,0,BICICLETA,0,0,0,0,1
-7862743.9633581,-3958523.54125196,681,2017,1,13129,SAN JOAQUIN,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131290093,CARLOS FERNANDEZ CONCHA,131290582,SIERRA BELLA,0,CARLOS FERNANDEZ CONCHA - SIERRA BELLA,0,0,0,0,BICICLETA,0,0,0,0,1
-7862730.8251503,-3954225.44067144,682,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230205,FRANCISCO BILBAO,131230447,RAMON CARNICER,0,FRANCISCO BILBAO - RAMON CARNICER,0,0,0,0,BICICLETA,0,0,0,0,1
-7862708.64151644,-3954964.73582468,683,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230516,VICUNA MACKENNA,131230413,PASSY,0,PASSY - VICUNA MACKENNA,0,0,0,1,BICICLETA,0,0,0,0,1
-7862668.60219372,-3969367.63289971,684,2017,1,13131,SAN RAMON,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131310349,STA ROSA,131310339,SGTO CANDELARIA,0,SGTO CANDELARIA - STA ROSA,0,1,0,0,BICICLETA,0,1,0,0,1
-7862646.54570218,-3954010.24233101,685,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230221,GRAL BUSTAMANTE,131230450,RANCAGUA,0,GRAL BUSTAMANTE - RANCAGUA,0,0,0,0,BICICLETA,0,0,0,0,1
-7862609.05212934,-3953346.9512824,686,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230437,PROVIDENCIA,131230478,SEMINARIO,0,PROVIDENCIA - SEMINARIO,0,1,0,0,BICICLETA,0,1,0,0,1
-7862595.98960627,-3955447.44732667,687,2017,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010667,VICUNA MACKENNA,131010002,10 DE JULIO HUAMACHUCO,0,10 DE JULIO HUAMACHUCO - VICUNA MACKENNA,0,0,0,1,BICICLETA,0,0,0,0,1
-7862575.8070125,-3953343.55119083,688,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230437,PROVIDENCIA,0, ,215,PROVIDENCIA  215,0,0,0,1,BICICLETA,0,0,0,0,1
-7862562.19267168,-3955483.56411036,689,2017,1,13120,ÑUÑOA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200733,VICUNA MACKENNA,131200285,IRARRAZAVAL,0,IRARRAZAVAL - VICUNA MACKENNA,0,1,0,0,BICICLETA,0,1,0,0,1
-7862553.45408913,-3959618.90879762,690,2017,1,13129,SAN JOAQUIN,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290600,STA ROSA,131290261,ISABEL RIQUELME,0,ISABEL RIQUELME - STA ROSA,1,0,0,0,BICICLETA,1,0,0,0,1
-7862542.74139662,-3954802.76078991,691,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230486,STA ISABEL,131230221,GRAL BUSTAMANTE,0,GRAL BUSTAMANTE - STA ISABEL,0,1,0,0,BICICLETA,0,1,0,0,1
-7862524.83384969,-3970334.10972282,692,2017,1,13112,LA PINTANA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131120761,STA ROSA,131120253,GRAL ARRIAGADA,0,GRAL ARRIAGADA - STA ROSA,0,1,0,0,BICICLETA,0,1,0,0,1
-7862521.27156184,-3973220.31775234,693,2017,1,13112,LA PINTANA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131120402,LO BLANCO,131120761,STA ROSA,0,LO BLANCO - STA ROSA,0,1,0,0,BICICLETA,0,0,0,0,1
-7862429.56660109,-3954796.29150139,694,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230516,VICUNA MACKENNA,131230486,STA ISABEL,0,STA ISABEL - VICUNA MACKENNA,0,0,0,1,BICICLETA,0,0,0,0,2
-7862422.83176165,-3952998.88615505,695,2017,1,13123,PROVIDENCIA,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131230489,STA MARIA,0, ,360,STA MARIA  360,0,1,0,0,BICICLETA,0,0,0,0,1
-7862421.65154044,-3960574.27184874,696,2017,1,13129,SAN JOAQUIN,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290310,LAS INDUSTRIAS,131290012,ALC PEDRO ALARCON,0,ALC PEDRO ALARCON - LAS INDUSTRIAS,0,0,0,1,BICICLETA,0,0,0,0,1
