X,Y,FID,Año,Claseaccid,Cód_Comun,Comuna,Cód_Regi,Región,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,COd_Calle_,Calle_Dos,Número,Intersecci,Fallecidos,Graves,Menos_Grav,Leves,Tipo_Usuar,FallecidoB,GraveBici,MgraveBici,LeveBici,Accidentes
-7890958.69273547,-3934409.6622368,1,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020118,ISABEL RIQUELME,133020089,EL PELLIN,0,EL PELLIN - ISABEL RIQUELME,0,0,0,1,BICICLETA,0,0,0,0,1
-7890602.59279309,-3930698.40941503,2,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020129,JUAN DE DIOS MARTICORENA,0, ,20,JUAN DE DIOS MARTICORENA  20,0,0,1,0,BICICLETA,0,0,1,0,1
-7890441.61368218,-3932919.16508875,3,2017,1,13302,LAMPA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,133020026,BALMACEDA,133020195,MIRAFLORES,0,BALMACEDA - MIRAFLORES,0,0,0,1,BICICLETA,0,0,0,0,1
-7890132.64640331,-3933101.21229341,4,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020027,BAQUEDANO,0, ,820,BAQUEDANO  820,0,0,0,1,BICICLETA,0,0,0,0,1
-7890124.33079425,-3933114.55530382,5,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020027,BAQUEDANO,0, ,791,BAQUEDANO  791,0,0,0,1,BICICLETA,0,0,0,0,1
-7890060.14403926,-3934390.27147732,6,2017,1,13302,LAMPA,13,REGION METROPOLITANA,1,URBANA,2,TRAMO DE VIA CURVA HORIZONTAL,133020040,CAMINO CHICAUMA,0, ,978,CAMINO CHICAUMA  978,0,2,0,0,BICICLETA,0,2,0,0,1
-7889743.25078751,-3932550.7518867,7,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,14,CRUCE CON SEÑAL PARE,133020026,BALMACEDA,133020028,BARROS LUCO,0,BALMACEDA - BARROS LUCO,0,0,0,1,BICICLETA,0,0,0,0,1
-7889533.68078065,-3933483.97189401,8,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020028,BARROS LUCO,133020022,ARTURO PRAT,0,ARTURO PRAT - BARROS LUCO,0,1,0,0,BICICLETA,0,1,0,0,1
-7885999.55414014,-3955110.11069364,9,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240699,LAS TORCAZAS,0, ,928,LAS TORCAZAS  928,0,1,0,0,BICICLETA,0,1,0,0,1
-7882408.78809364,-3926346.79202779,10,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020102,FRANCIA,133020098,ERRAZURIZ,0,ERRAZURIZ - FRANCIA,0,0,0,0,BICICLETA,0,0,0,0,1
-7882167.30315906,-3946481.73657816,11,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240157,CAMINO RENCA LAMPA,131240159,CAMPO ALEGRE,0,CAMINO RENCA LAMPA - CAMPO ALEGRE,0,0,0,1,BICICLETA,0,0,0,0,1
-7882063.0411411,-3971296.20959956,12,2017,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,136040028,EL MANZANO,136040098,PRIMERA TRANSVERSAL,0,EL MANZANO - PRIMERA TRANSVERSAL,0,0,0,1,BICICLETA,0,0,0,0,1
-7881511.77471617,-3970794.85916734,13,2017,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,136040098,PRIMERA TRANSVERSAL,136040090,MARIANO LATORRE,0,MARIANO LATORRE - PRIMERA TRANSVERSAL,0,0,0,1,BICICLETA,0,0,0,0,1
-7881159.68316104,-3963532.25507037,14,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190869,EL CONQUISTADOR,0, ,2150,EL CONQUISTADOR  2150,0,0,0,1,BICICLETA,0,0,0,0,1
-7880842.82164482,-3970392.0900555,15,2017,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,136040072,LOS COPIHUES,136040120,TERCERA AVENIDA,0,LOS COPIHUES - TERCERA AVENIDA,0,0,0,1,BICICLETA,0,0,0,0,1
-7880810.57414479,-3963690.02990578,16,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190053,AGUA SANTA,131191627,LA GALAXIA,0,AGUA SANTA - LA GALAXIA,0,0,0,1,BICICLETA,0,0,0,0,1
-7880695.22491506,-3947667.22244913,17,2017,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060431,LOS PAJARITOS,131060019,AEROPUERTO,0,AEROPUERTO - LOS PAJARITOS,0,0,0,1,BICICLETA,0,0,0,0,2
-7880630.10301319,-3964171.40518145,18,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192874,SAN JOSE,0, ,2567,SAN JOSE  2567,0,0,0,0,BICICLETA,0,0,0,0,1
-7880582.06864026,-3966042.78175779,19,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190024,4 PONIENTE,0, ,1096,4 PONIENTE  1096,0,0,0,1,BICICLETA,0,0,0,0,1
-7880521.11620598,-3949148.19479021,20,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240067,ARMANDO CORTINEZ ORIENTE,0, ,1200,ARMANDO CORTINEZ ORIENTE  1200,0,2,0,0,BICICLETA,0,1,0,0,1
-7880461.35850918,-3962595.08353284,21,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190394,CAMINO A RINCONADA,131190024,4 PONIENTE,0,4 PONIENTE - CAMINO A RINCONADA,0,1,0,0,BICICLETA,0,1,0,0,1
-7880449.32503809,-3963998.98011704,22,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131191782,LAS TINAJAS,131190024,4 PONIENTE,0,4 PONIENTE - LAS TINAJAS,0,0,0,1,BICICLETA,0,0,0,0,1
-7880399.05386114,-3963626.85427311,23,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190053,AGUA SANTA,131190024,4 PONIENTE,0,4 PONIENTE - AGUA SANTA,0,0,0,0,BICICLETA,0,0,0,0,1
-7880119.51442578,-3962815.49774345,24,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192696,QUINTA VERGARA,131191808,LEON XIII,0,LEON XIII - QUINTA VERGARA,0,0,0,1,BICICLETA,0,0,0,0,1
-7880088.38637893,-3962596.61685148,25,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190394,CAMINO A RINCONADA,131192696,QUINTA VERGARA,0,CAMINO A RINCONADA - QUINTA VERGARA,0,0,2,1,BICICLETA,0,0,2,0,3
-7879818.6367029,-3970034.4868599,26,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131192466,PARQUE CENTRAL ORIENTE,131191696,LAGO DE LUGANO,0,LAGO DE LUGANO - PARQUE CENTRAL ORIENTE,0,0,1,0,BICICLETA,0,0,1,0,1
-7879785.29938284,-3953146.68612784,27,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,0, ,131240039,AMERICO VESPUCIO,428,AMERICO VESPUCIO  428,0,0,0,1,BICICLETA,0,0,0,0,1
-7879742.92004054,-3952373.02470841,28,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240039,AMERICO VESPUCIO,131240924,MIRAFLORES,0,AMERICO VESPUCIO - MIRAFLORES,0,1,0,1,BICICLETA,0,1,0,0,2
-7879700.9525593,-3962761.48995319,29,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190394,CAMINO A RINCONADA,131191757,LAS NACIONES,0,CAMINO A RINCONADA - LAS NACIONES,0,0,0,1,BICICLETA,0,0,0,0,1
-7879498.7519022,-3966523.68102085,30,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190779,DOMINGO FAUSTINO SARMIENTO,131192641,PTO CISNES,0,DOMINGO FAUSTINO SARMIENTO - PTO CISNES,0,0,0,1,BICICLETA,0,0,0,0,1
-7879478.2604627,-3964304.656917,31,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131192605,PORTALES,131192922,SIGLO XX,0,PORTALES - SIGLO XX,0,0,0,0,BICICLETA,0,0,0,0,1
-7879412.01230001,-3963375.30103134,32,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131191499,JOSE MANUEL BORGONO,131191888,LOS ADOBES,0,JOSE MANUEL BORGONO - LOS ADOBES,0,0,0,1,BICICLETA,0,0,0,0,1
-7879190.44135851,-3954028.9899941,33,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240794,LOS MAITENES,131240039,AMERICO VESPUCIO,0,AMERICO VESPUCIO - LOS MAITENES,0,1,0,0,BICICLETA,0,1,0,0,1
-7879088.68424472,-3964288.14372664,34,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190018,3 PONIENTE,131192605,PORTALES,0,3 PONIENTE - PORTALES,0,0,0,2,BICICLETA,0,0,0,0,2
-7879071.96402698,-3963410.86456748,35,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190018,3 PONIENTE,131191499,JOSE MANUEL BORGONO,0,3 PONIENTE - JOSE MANUEL BORGONO,0,0,0,2,BICICLETA,0,0,0,0,2
-7879069.40376084,-3962968.21135551,36,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190018,3 PONIENTE,131190394,CAMINO A RINCONADA,0,3 PONIENTE - CAMINO A RINCONADA,0,0,0,1,BICICLETA,0,0,0,0,1
-7879027.54760423,-3964639.80840766,37,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190394,CAMINO A RINCONADA,131190021,3 PONIENTE,0,3 PONIENTE - CAMINO A RINCONADA,0,0,1,1,BICICLETA,0,0,0,0,1
-7878975.4946326,-3964851.11684597,38,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192995,SUR,131190018,3 PONIENTE,0,3 PONIENTE - SUR,0,0,0,0,BICICLETA,0,0,0,0,1
-7878942.82235705,-3965682.58125734,39,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192504,PDTE EDUARDO FREI MONTALVA,131191757,LAS NACIONES,0,LAS NACIONES - PDTE EDUARDO FREI MONTALVA,0,0,0,1,BICICLETA,0,0,0,0,1
-7878739.55290347,-3925271.59426128,40,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020240,STA CAROLINA,0, ,40,STA CAROLINA  40,0,0,0,1,BICICLETA,0,0,0,0,1
-7878729.60096258,-3960467.80282042,41,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190976,EL ROSAL,131190148,ANIQUE,0,ANIQUE - EL ROSAL,0,1,0,1,BICICLETA,0,1,0,0,1
-7878697.73258697,-3963107.95388708,42,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190395,CAMINO A RINCONADA,131190950,EL OLIMPO,0,CAMINO A RINCONADA - EL OLIMPO,0,0,1,0,BICICLETA,0,0,1,0,1
-7878682.15274585,-3964171.22626386,43,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190950,EL OLIMPO,131193050,TICIANO,0,EL OLIMPO - TICIANO,0,0,0,1,BICICLETA,0,0,0,0,1
-7878674.40126831,-3964732.63438367,44,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190950,EL OLIMPO,131192995,SUR,0,EL OLIMPO - SUR,0,1,0,0,BICICLETA,0,1,0,0,1
-7878556.00933238,-3962940.13470135,45,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA,131190869,EL CONQUISTADOR,0,CAMINO A RINCONADA - EL CONQUISTADOR,0,0,1,0,BICICLETA,0,0,1,0,1
-7878486.19117321,-3965746.79242856,46,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192500,PDTE ARTURO ALESSANDRI PALMA,131190950,EL OLIMPO,0,EL OLIMPO - PDTE ARTURO ALESSANDRI PALMA,0,0,0,1,BICICLETA,0,0,0,0,1
-7878391.35670908,-3953147.2864301,47,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240898,MARIA ANGELICA,0, ,9564,MARIA ANGELICA  9564,0,0,0,1,BICICLETA,0,0,0,0,1
-7878347.10957585,-3964718.38981983,48,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131192995,SUR,131190860,EL CID,0,EL CID - SUR,0,0,1,0,BICICLETA,0,0,1,0,1
-7878249.89434654,-3965803.91553521,49,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190093,ALFREDO SILVA CARVALLO,131192303,MONTE PALOMAR,0,ALFREDO SILVA CARVALLO - MONTE PALOMAR,0,0,0,1,BICICLETA,0,0,0,0,1
-7878174.56431701,-3964709.91088967,50,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192995,SUR,131190730,DEL REY,0,DEL REY - SUR,0,0,0,1,BICICLETA,0,0,0,0,1
-7878142.8219825,-3952358.396387,51,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241214,SAN DANIEL,131240358,EL TRANQUE,0,EL TRANQUE - SAN DANIEL,0,0,1,0,BICICLETA,0,0,1,0,1
-7878029.30119965,-3925075.56408801,52,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020247,STA SARA,0, ,3040,STA SARA  3040,0,2,0,0,BICICLETA,0,2,0,0,1
-7878000.95276449,-3945986.66109533,53,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240150,CAMINO LO BOZA,131240049,ANTILLANCA,0,ANTILLANCA - CAMINO LO BOZA,0,0,0,1,BICICLETA,0,0,0,0,1
-7877964.03103181,-3954245.75304838,54,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241232,SAN PABLO,131241250,SERRANO,0,SAN PABLO - SERRANO,0,0,0,1,BICICLETA,0,0,0,0,2
-7877961.354936,-3955783.0339949,55,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240039,AMERICO VESPUCIO,131240582,LA TRAVESIA,0,AMERICO VESPUCIO - LA TRAVESIA,0,0,0,1,BICICLETA,0,0,0,0,1
-7877938.00850042,-3964701.32352951,56,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192995,SUR,131192442,PADRE HURTADO,0,PADRE HURTADO - SUR,0,0,1,0,BICICLETA,0,0,1,0,1
-7877919.37323885,-3951973.00872695,57,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240538,JOSE JOAQUIN PEREZ,0, ,9540,JOSE JOAQUIN PEREZ  9540,0,0,0,1,BICICLETA,0,0,0,0,1
-7877908.67165878,-3959958.27099935,58,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131191726,LAS CAMELIAS,131190976,EL ROSAL,0,EL ROSAL - LAS CAMELIAS,0,0,0,3,BICICLETA,0,0,0,0,3
-7877863.60440744,-3953704.49600495,59,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131241250,SERRANO,131240042,ANDES,0,ANDES - SERRANO,0,0,0,1,BICICLETA,0,0,0,0,1
-7877862.47784629,-3944735.85222087,60,2017,1,13125,QUILICURA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250381,LO ECHEVERS,0, ,901,LO ECHEVERS  901,0,0,0,1,BICICLETA,0,0,0,0,1
-7877857.01202749,-3966576.31272079,61,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190392,CAMINO A MELIPILLA,0, ,15300,CAMINO A MELIPILLA  15300,0,0,0,2,BICICLETA,0,0,0,0,2
-7877819.16746171,-3952726.44583064,62,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240117,BRAVO LUCO,131241285,STA MARTA,0,BRAVO LUCO - STA MARTA,0,0,0,1,BICICLETA,0,0,0,0,1
-7877634.15044114,-3952414.06752471,63,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131241018,PATRICIO EDWARDS,0, ,1579,PATRICIO EDWARDS  1579,0,1,0,0,BICICLETA,0,1,0,0,1
-7877629.59934635,-3964687.33634488,64,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192995,SUR,131191625,LA FORTUNA,0,LA FORTUNA - SUR,0,0,0,1,BICICLETA,0,0,0,0,1
-7877483.00503875,-3956374.87093928,65,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131240039,AMERICO VESPUCIO,131240642,LAGUNA SUR,0,AMERICO VESPUCIO - LAGUNA SUR,0,0,0,1,BICICLETA,0,0,0,0,1
-7877442.36914819,-3961373.90577394,66,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131191315,HERNAN BRAVO CRUZ,131192883,SAN MARTIN,0,HERNAN BRAVO CRUZ - SAN MARTIN,1,0,0,0,BICICLETA,1,0,0,0,1
-7877438.15012513,-3954134.92694847,67,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241232,SAN PABLO,131241344,VICTORIA PONIENTE,0,SAN PABLO - VICTORIA PONIENTE,0,0,0,0,BICICLETA,0,0,0,0,1
-7877368.41966413,-3952315.28237002,68,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131240663,LAS BARRANCAS,131241199,RUPANCO,0,LAS BARRANCAS - RUPANCO,0,0,0,1,BICICLETA,0,0,0,0,1
-7877366.89455683,-3947182.02678622,69,2017,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280533,MIRAFLORES,131280043,AMERICO VESPUCIO,0,AMERICO VESPUCIO - MIRAFLORES,0,1,0,0,BICICLETA,0,1,0,0,2
-7877315.98816877,-3964652.66710613,70,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190024,4 PONIENTE,131192874,SAN JOSE,0,4 PONIENTE - SAN JOSE,0,0,0,1,BICICLETA,0,0,0,0,1
-7877252.94789722,-3959423.01802249,71,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190976,EL ROSAL,0, ,6040,EL ROSAL  6040,0,0,0,1,BICICLETA,0,0,0,0,1
-7877118.06259749,-3954141.08549251,72,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241232,SAN PABLO,131240946,NUEVA,0,NUEVA - SAN PABLO,0,0,0,0,BICICLETA,0,0,0,0,1
-7877075.92082113,-3957809.88773969,73,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131190124,AMERICO VESPUCIO,131190875,EL DESCANSO,0,AMERICO VESPUCIO - EL DESCANSO,0,1,0,0,BICICLETA,0,1,0,0,1
-7877026.81354713,-3956847.39687283,74,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240174,CASIOPEA,0, ,8715,CASIOPEA  8715,0,0,0,0,BICICLETA,0,0,0,0,1
-7876999.67296412,-3961231.92718178,75,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192180,MANUEL RODRIGUEZ,131191001,ELENA REVUELTA,0,ELENA REVUELTA - MANUEL RODRIGUEZ,0,1,0,0,BICICLETA,0,1,0,0,1
-7876958.22085984,-3963284.51465974,76,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190025,5 DE ABRIL,131192180,MANUEL RODRIGUEZ,0,5 DE ABRIL - MANUEL RODRIGUEZ,0,0,0,1,BICICLETA,0,0,0,0,1
-7876954.46695746,-3952177.83008029,77,2017,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131030268,JOSE JOAQUIN PEREZ,0, ,9035,JOSE JOAQUIN PEREZ  9035,0,0,0,1,BICICLETA,0,0,0,0,1
-7876946.58703615,-3952631.15229966,78,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241214,SAN DANIEL,131240702,LAS TRANQUERAS,0,LAS TRANQUERAS - SAN DANIEL,0,1,0,0,BICICLETA,0,1,0,0,1
-7876834.49795604,-3951063.81401281,79,2017,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131030565,RIO BOROA,131030565,RIO BOROA,0,RIO BOROA - RIO BOROA,0,0,0,0,BICICLETA,0,0,0,0,1
-7876812.23403229,-3961370.82217416,80,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190665,CRNEL SANTIAGO BUERAS,0, ,45,CRNEL SANTIAGO BUERAS  45,0,0,0,1,BICICLETA,0,0,0,0,1
-7876805.64395492,-3951724.33620874,81,2017,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131030559,RIACHUELO,131030602,SAN JUAN,0,RIACHUELO - SAN JUAN,0,0,0,1,BICICLETA,0,0,0,0,1
-7876788.68486977,-3954271.80715771,82,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241343,VICTORIA,131241232,SAN PABLO,0,SAN PABLO - VICTORIA,0,1,0,0,BICICLETA,0,1,0,0,1
-7876780.06201677,-3956099.56640109,83,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240293,EL AVELLANO,131240331,EL LINGUE,0,EL AVELLANO - EL LINGUE,0,0,0,1,BICICLETA,0,0,0,0,1
-7876758.19954243,-3956017.86203062,84,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240494,ISLA GRANDE TIERRA DEL FUEGO,131240286,EL ABETO,0,EL ABETO - ISLA GRANDE TIERRA DEL FUEGO,0,0,0,1,BICICLETA,0,0,0,0,1
-7876697.06290194,-3963206.0844426,85,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,0, ,1912,LOS PAJARITOS  1912,0,0,0,1,BICICLETA,0,0,0,0,1
-7876696.32817943,-3961412.35083872,86,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190665,CRNEL SANTIAGO BUERAS,0,CRNEL SANTIAGO BUERAS - LOS PAJARITOS,0,0,0,0,BICICLETA,0,0,0,0,1
-7876675.75995399,-3961349.5719371,87,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192710,RAFAEL RIESCO BERNALES,131192034,LOS PAJARITOS,0,LOS PAJARITOS - RAFAEL RIESCO BERNALES,0,1,0,1,BICICLETA,0,1,0,0,2
-7876670.89961299,-3964023.97491673,88,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131192605,PORTALES,0,LOS PAJARITOS - PORTALES,0,0,0,1,BICICLETA,0,0,0,0,1
-7876669.70047059,-3963064.38614665,89,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190541,CHACABUCO,0,CHACABUCO - LOS PAJARITOS,0,0,0,2,BICICLETA,0,0,0,0,2
-7876662.06091836,-3964808.00497967,90,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192034,LOS PAJARITOS,131193183,VICENTE REYES,0,LOS PAJARITOS - VICENTE REYES,0,0,1,0,BICICLETA,0,0,1,0,1
-7876661.63293924,-3965066.90904081,91,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192034,LOS PAJARITOS,131192374,NVA O`HIGGINS,0,LOS PAJARITOS - NVA O`HIGGINS,0,0,0,1,BICICLETA,0,0,0,0,1
-7876641.91526594,-3963048.56991845,92,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,0, ,2045,LOS PAJARITOS  2045,0,1,0,0,BICICLETA,0,1,0,0,1
-7876523.62083916,-3952715.53750184,93,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241214,SAN DANIEL,131240043,ANDRES BELLO,0,ANDRES BELLO - SAN DANIEL,0,1,0,0,BICICLETA,0,1,0,0,1
